ID,see_OI,see_arabic,see_english,no_spell,OI.influence.open,resp_lang1,general_influence1,category1,subcategory1,spelling.preference,OI.importance,OI.open,category2,subcategory2,resp_lang2,vision.hearing,prop_distraction,headphones,age,gender,education,nationality,location,L1,readingprofscore,level,prof_test_score,same_day,Participant.Device.Type,meanRT,meanD.prime,correct
5332522,middle,no_diff,no_diff,no_notice,,,,,,in_english,yes,as well as with recall,remembering (broadly),,English,Yes,0.04,earphones,28,f,bachelors,British,UK,English,0,none,NA,1,mobile,1579.633333,1.048611213,30
5332693,start,no_diff,easier,no_diff,"In english yes, as could actively read the word while it was being said.",English,helps,connect audio and visual input (broadly),map sounds and letters,in_english,yes,"Visual learner, my memory seems quite dependent on having something in front of me to help with learning",learning style,,English,Yes,0.22,earphones,25,f,masters,British,UK,English,0,none,NA,1,computer,1603.197619,2.011129801,42
5333575,middle,easier,easier,difficult,It helped to pair the visual with the sounds in my head,English,helps,connect audio and visual input (broadly),map sounds and letters,in_english,yes,visual and sound connection,visual association,,English,Yes,0.61,no_headphones,45,f,masters,American,UK,English,0,none,NA,1,computer,1819.940625,1.281551566,32
5333575,middle,easier,easier,difficult,as I would try to say them if they were written in English. ,English,helps,rehearse words,,in_english,yes,,,,English,Yes,0.61,no_headphones,45,f,masters,American,UK,English,0,none,NA,1,computer,1819.940625,1.281551566,32
5335169,start,no_diff,easier,difficult,"As many of the words sounded the same, seeing them written helped. Although still hard to remember which is which after the 2 object game",English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,"Because some letters sound similar, it re-enforces you are hearing the correct sound",clarifying and consolidating new language,correct comprehension,English,Yes,0.08,no_headphones,30,f,bachelors,British,UK,English,0,none,NA,1,computer,2017.727273,1.124513429,33
5335700,start,no_diff,easier,no_diff,"Yes, it created a mental image which made choosing easier. ",English,helps,connect audio and visual input (broadly),,in_english,yes,So I can differentiate between the sounds. ,clarifying and consolidating new language,correct comprehension,English,Yes,0.51,no_headphones,34,f,bachelors,Saudi,Saudi Arabia,Arabic,5,nearnative,10,1,computer,1687.881579,1.609651919,38
5335791,no_see,easier,easier,difficult,رؤية الكلمات العربية سهل تذكرها بالنسبة لي اكثر من الانجليزية,Arabic,helps,remembering (broadly),,in_arabic,yes,أحياناً أتذكر شكل الكلمة فيساعدني على تذكر الكلمة نفسها مثلا أثناء الاختبارات المدرسية,visualisation,,Arabic,Yes,0,no_headphones,28,f,masters,Saudi,Saudi Arabia,Arabic,5,advanced,12,1,computer,2143.174286,1.346531575,35
5336078,no_see,no_notice,easier,difficult,"yes, alot",English,,,,in_english,yes,it helps me remember the word ,remembering (broadly),,English,Yes,0.17,earphones,32,f,masters,Saudi,UK,Arabic,4,advanced,11,1,computer,1506.806452,0.749826661,31
5336140,no_see,difficult,difficult,easier,sometime i get distracted by the written word as it does not make me focus as much on the picture.,English,doesn't help,distracting (from sounds),,in_english,no,beacuse sometimes writing does not refelct how we speak the language. there may be little correspondnce between the writing systme and the sound of a language.  ,spelling doesn't reflect pronunciation,,English,Yes,0.28,earphones,28,f,masters,Saudi,Saudi Arabia,Arabic,5,advanced,9,1,computer,1823.448276,0.705130097,29
5336201,start,no_diff,easier,easier,it helps to picture the word when looking at the picture so they become like a pair in my mind,English,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,because you can then visualise the word as well,visualisation,,English,Yes,0.05,no_headphones,32,f,masters,British,UK,English,0,none,NA,1,computer,2053.080952,2.066614387,42
5336201,start,no_diff,easier,easier,,,,,,in_english,yes,and maybe notice patterns in spellings if it is similar to a word you already know. ,visual association,,English,Yes,0.05,no_headphones,32,f,masters,British,UK,English,0,none,NA,1,computer,2053.080952,2.066614387,42
5336201,start,no_diff,easier,easier,,,,,,in_english,yes,You can also make sure you are pronouncing it correctly if you see it. (if you can read) ,clarifying and consolidating new language,correct production,English,Yes,0.05,no_headphones,32,f,masters,British,UK,English,0,none,NA,1,computer,2053.080952,2.066614387,42
5336601,no_see,no_notice,easier,difficult,writing words in Arabic made it somehow challenging to learn them. ,English,doesn't help,,,in_english,yes,to draw a connection between the sound and the written form.,visual association,,English,Yes,0.01,headphones,26,f,masters,Saudi,Saudi Arabia,Arabic,4,advanced,12,1,mobile,1356.074074,0.394883754,27
5336601,no_see,no_notice,easier,difficult,,,,,,in_english,yes,it also helps if I miss how each sound is pronounced. ,clarifying and consolidating new language,correct comprehension,English,Yes,0.01,headphones,26,f,masters,Saudi,Saudi Arabia,Arabic,4,advanced,12,1,mobile,1356.074074,0.394883754,27
5336602,middle,difficult,easier,difficult,ربط الصور مع الكلمات يجعل عمليه التذكر اسهل,Arabic,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,#N/A,,,,Yes,0.02,headphones,21,m,bachelors,Saudi,Saudi Arabia,Arabic,3,intermediate,9,1,computer,1765.133333,0.650473722,24
5336722,middle,easier,easier,no_diff,"Maybe it has made it easier a little bit, but I relied more on memorizing the shape and the word heard.",English,doesn't help,better to ignore/ focus on sounds,,in_english,yes,To realize how it's pronounced later when I see the word.,clarifying and consolidating new language,correct production,English,Yes,0,earphones,32,f,masters,Saudi,Saudi Arabia,Arabic,5,nearnative,11,1,computer,2251.402381,2.066614387,42
5337014,middle,no_notice,no_notice,easier,I don't know ,English,,,,in_english,yes,I can recognise it and remember it faster ,speed of learning,,English,Yes,0.15,no_headphones,28,f,doctorate,Saudi,UK,Arabic,4,advanced,11,1,mobile,1572.209091,0.02115914,22
5337115,no_see,easier,easier,easier,1,,,,,in_english,yes,لاحفظها بسرعة,speed of learning,,Arabic,Yes,0,no_headphones,41,f,bachelors,Saudi,Saudi Arabia,Arabic,5,beginner,5,1,computer,1595.116667,0,24
5337166,no_see,easier,easier,difficult,الفرق بدى واضحًا في الكلمات المتشابهه مثل Fan Van ,Arabic,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,يسهل تذكر شكل الحروف ,visualisation,,Arabic,Yes,0.17,no_headphones,22,f,bachelors,Saudi,Saudi Arabia,Arabic,3,intermediate,9,1,mobile,2511.090909,0.074186408,22
5337282,middle,easier,easier,difficult,yes it takes time to remember the words and make a connection between each shape and its related words.,English,helps,connect audio and visual input (broadly),,in_english,yes,its help me to draw a vision on my mind and link between the word and the shape,visual association,,English,Yes,0.81,headphones,42,f,masters,Saudi,UK,Arabic,4,intermediate,10,1,computer,2597.826923,0.345142621,26
5337460,start,difficult,easier,no_diff,"It made it easier to distinguish between different words by associating the picture with how the word was written, especially when two words sounded very similar.",English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,no,"Maybe the first time it's important to try to focus only on the sounds, but by the second time, I do prefer to have the written version too.",sound is more important/ beneficial,,English,Yes,0.74,headphones,31,f,masters,British,Spain,English,0,none,NA,1,computer,1523.16,0.76893094,30
5337506,start,difficult,easier,easier,اسهل في القراءه,Arabic,helps,,,in_english,yes,لاتذكر شكلها في ذهني,visualisation,,Arabic,Yes,0.31,no_headphones,26,f,bachelors,Saudi,UK,Arabic,2,beginner,9,1,mobile,4033.412121,1.283336397,33
5337579,start,easier,easier,difficult,نعم أحدث فرقا كبيرا,Arabic,,,,in_arabic,yes,لافهم اكثر,clarifying and consolidating new language,correct comprehension,Arabic,Yes,0.56,earphones,31,f,secondary,Syrian,UK,Arabic,3,advanced,7,1,mobile,1674.634483,0.73723362,29
5338152,no_see,easier,easier,difficult,نعم,Arabic,,,,in_english,yes,to know how it is written,clarifying and consolidating new language,,English,Yes,0.37,no_headphones,33,f,masters,Saudi,UK,Arabic,5,advanced,12,1,mobile,1843.185185,0.610604416,27
5338550,middle,no_diff,easier,difficult,i felt it was easier to remember the picture and the word together when they flashed up on scren together - like trying to take a mental screenshot,English,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,to confirm youve heard the sounds correctly,clarifying and consolidating new language,correct comprehension,English,Yes,0.13,no_headphones,26,f,bachelors,British,UK,English,0,none,NA,1,mobile,1472.95,1.648631924,40
5338565,end,easier,no_notice,easier,it is help some time to remember,English,helps,remembering (broadly),,in_english,yes,To say it correct ,clarifying and consolidating new language,correct production,English,Yes,0,no_headphones,29,f,bachelors,Saudi,UK,Arabic,3,intermediate,9,1,mobile,2828.363636,1.318687909,33
5338600,start,no_diff,easier,difficult,"Seeing english written words helped me differitiate between the different similar words,ie, helped notice if it ended in T rather S",English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,Allows you to see all the different letters in the word that you might miss through hearing,clarifying and consolidating new language,correct comprehension,English,Yes,0,earphones,23,m,bachelors,British,UK,English,0,none,NA,1,mobile,2008.060606,1.163348325,33
5338811,start,difficult,easier,difficult,نعم,Arabic,,,,in_english,yes,حتى ترتكز في المخ,clarifying and consolidating new language,,Arabic,Yes,0,no_headphones,33,f,masters,Saudi,Saudi Arabia,Arabic,3,beginner,9,1,mobile,1587.580645,1.031609345,31
5338948,start,easier,easier,difficult,جعل تذكرها اسهل ,Arabic,helps,remembering (broadly),,in_arabic,yes,لا اعلم,,,Arabic,Yes,0.54,no_headphones,25,f,bachelors,Saudi,Saudi Arabia,Arabic,4,advanced,9,1,mobile,1553.702703,1.48467206,37
5339069,end,easier,easier,difficult,"Yes, I feel that I can remember the written words easier ",English,helps,remembering (broadly),,in_english,yes,"because it helps in remembering the words, therefore the next time I want to use this word, I visualize how it is written in my brain",visualisation,,English,Yes,0,no_headphones,26,f,masters,Saudi,Saudi Arabia,Arabic,4,intermediate,9,1,computer,2538.866667,0.964462228,27
5339069,end,easier,easier,difficult,,,,,,in_english,yes,and then use it.,clarifying and consolidating new language,correct production,English,Yes,0,no_headphones,26,f,masters,Saudi,Saudi Arabia,Arabic,4,intermediate,9,1,computer,2538.866667,0.964462228,27
5339584,start,no_diff,easier,difficult,"yes, helps to understand and triggers visual memory",English,helps,remembering (broadly),,in_english,yes,helps to remember,remembering (broadly),,English,Yes,0.07,no_headphones,28,f,masters,British,France,English,0,beginner,NA,1,mobile,1539.703571,0.46190409,28
5339892,end,difficult,easier,difficult,"نعم، أصبحت الفروق واضحة بين F و V. كما كانت القراءة والاستماع في آن وحدا وسيلة للتأكيد على حفظ الكلمة. ",Arabic,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,"حتى أفرق بينها وبين كلمة أخرى شبيهة، وحتى أتعرف عليها في سياق القراءة",clarifying and consolidating new language,correct comprehension,Arabic,Yes,0.75,headphones,28,f,bachelors,Omani,Oman,Arabic,5,nearnative,11,1,computer,3315.955172,0.99425816,29
5339892,end,difficult,easier,difficult,,,,,,in_english,yes, ولأتمكن من استخدامها في التحدث والكتابة.  ,clarifying and consolidating new language,correct production,Arabic,Yes,0.75,headphones,28,f,bachelors,Omani,Oman,Arabic,5,nearnative,11,1,computer,3315.955172,0.99425816,29
5339906,start,no_diff,easier,easier,helped figure out the subtle differences  in pronunciations ,English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,to learn it correctly from the beginning ,clarifying and consolidating new language,,English,Yes,0.01,earphones,41,f,bachelors,American,USA,English,0,none,NA,1,mobile,1952.923077,1.931279292,39
5340413,start,no_diff,easier,difficult,Seeing the letters m/n and v/f helped me know these words better for when the 'test'.,English,helps,remembering (broadly),focus on first letter,in_english,yes,"Actually, it depends, but the questionnaire doesn't allow for this answer... I learned some words better WITH spelling, and some words better WITHOUT the spelling, weird?",,,English,Yes,0.01,no_headphones,33,f,masters,British,UK,English,0,none,NA,1,computer,2481.655556,2.209765973,45
5341797,middle,easier,easier,difficult,"نعم، لأنني أربط بين شكل الكلمة والصورة",Arabic,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,"حتى أعرف النطق الصحيح، لأنني أحيانا لا أفرق بين f و v.

فرؤية الكلمات مكتوبة يساعد على التعلم",clarifying and consolidating new language,correct production,Arabic,Yes,0.15,headphones,26,m,masters,Saudi,Saudi Arabia,Arabic,5,advanced,9,1,mobile,1681.352941,1.302172119,34
5341799,start,easier,easier,difficult,"yes, definitely",English,,,,in_english,yes,to mach what I'm listening to ,visual association,,English,Yes,0.61,no_headphones,39,m,doctorate,Saudi,UK,Arabic,5,advanced,11,1,computer,2583.955263,1.606626875,38
5341802,start,easier,easier,no_diff,نعم,Arabic,,,,in_arabic,yes,ربط بين الصوت والشكل,visual association,,Arabic,Yes,0.07,no_headphones,37,f,doctorate,Jordanian,Jordan,Arabic,3,intermediate,9,1,computer,1686.761905,-0.219133607,21
5341833,start,no_diff,easier,difficult,"Helped with initial consonent (e.g. v/f, m/n)",English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,no,"English spelling can be misleading (e.g. the second vowel sound in ""Nasit"" sounded more like the oo in ""foot"" to me). Phonetic spelling perhaps more helpful (although this also needs learning, of course!)",spelling doesn't reflect pronunciation,,English,Yes,0.11,headphones,42,m,masters,British,The Netherlands,English,0,none,NA,1,computer,2339.414894,2.450335953,47
5341870,end,no_diff,easier,no_notice,It made a difference in English because my eyes were naturally drawn to the English words. ,English,helps,,,in_english,yes,Because you can identify with the word easier when you see it written down in a text ,clarifying and consolidating new language,correct comprehension,English,Yes,0.11,earphones,43,m,bachelors,Irish,Spain,English,0,none,NA,1,computer,1882.811111,1.669943664,36
5341870,end,no_diff,easier,no_notice,"To be honest, I ignored the Arabic script and just focused on the pictures.",English,doesn't help,better to ignore/ focus on sounds,,in_english,yes,,,,,Yes,0.11,earphones,43,m,bachelors,Irish,Spain,English,0,none,NA,1,computer,1882.811111,1.669943664,36
5342157,no_see,easier,no_notice,difficult,استيعاب لكثر ,Arabic,helps,learning (broadly),,in_arabic,yes,حتى استطيع الربط,visual association,,Arabic,Yes,0,no_headphones,28,f,secondary,Saudi,Saudi Arabia,Arabic,1,beginner,4,1,tablet,1974.864865,1.264425679,37
5342157,no_see,easier,no_notice,difficult,,,,,,in_arabic,yes,ويسهل المفظ,memorisation,,Arabic,Yes,0,no_headphones,28,f,secondary,Saudi,Saudi Arabia,Arabic,1,beginner,4,1,tablet,1974.864865,1.264425679,37
5342157,no_see,easier,no_notice,difficult,,,,,,in_arabic,yes,والتأكد من الاملاء للكلمة,clarifying and consolidating new language,,Arabic,Yes,0,no_headphones,28,f,secondary,Saudi,Saudi Arabia,Arabic,1,beginner,4,1,tablet,1974.864865,1.264425679,37
5343885,start,no_diff,easier,no_diff,When they were written in English it made it easier to remember for me,English,helps,remembering (broadly),,in_english,yes,To help visualise the word,visualisation,,English,Yes,0.01,no_headphones,39,f,professional qualification,British,Australia,English,0,none,NA,1,computer,1498.135135,1.409108447,37
5344305,end,no_diff,no_diff,no_notice,"Not for me, I read them when I noticed them but  it didn't seem to help, I tried to visually attach the sound to the image or something that might help me remember.... Like the 'famus' (sp!) sounded like 'female' and the item looked female! ",English,doesn't help,better to ignore/ focus on sounds,,in_english,no,"Because, that's how I learnt French. However, my spelling is awful so it probably is important to do so but it wasn't something that stopped me learning to speak. ",previous (language) learning,,English,Yes,0,earphones,31,f,bachelors,British,France,English,0,none,NA,1,mobile,1459.811628,2.049726866,43
5353998,start,no_diff,no_diff,no_diff,no,English,doesn't help,,,in_english,yes,to avoid mishearing ,clarifying and consolidating new language,correct comprehension,English,Yes,0.02,no_headphones,37,f,bachelors,British,UK,English,0,none,NA,1,mobile,1523.560976,1.862720503,41
5354235,middle,no_diff,no_notice,no_notice,no as i didnt understand tge arabic writing ,English,doesn't help,unfamiliar,,in_english,yes,it hekps clarify the letters eg f or. v ,(about the experiment),,English,Yes,0.69,no_headphones,53,f,bachelors,British,UK,English,0,none,NA,1,mobile,1552.115385,0.33608117,26
5356536,start,no_diff,no_diff,no_diff,no difference,English,doesn't help,,,in_arabic,no,speaking and listening is the first skills in a new language,previous (language) learning,,English,Yes,0.68,no_headphones,29,f,bachelors,British,UK,English,0,none,NA,1,mobile,1383.842105,1.606551949,38
5356537,start,difficult,easier,difficult,"much easier in english, and seeing the spelling helped in remembering ",English,helps,remembering (broadly),,in_english,yes,"to ensure dont mishear, esoecially with similar letters, like v and f or m and n ",(about the experiment),,English,Yes,0.17,no_headphones,25,f,masters,British,UK,English,0,none,NA,1,mobile,1195.388889,1.73467568,36
5357670,middle,no_diff,easier,easier,"It was visually associative, whether in Arabic or English.",English,helps,connect audio and visual input (broadly),,no_OI,no,"I think it interferes with my listening to see the word, whether in Arabic or English.",it's too much to process,,English,Yes,0.06,headphones,64,f,bachelors,American,Portugal,English,0,none,NA,1,computer,2231.837838,1.764871092,37
5357670,middle,no_diff,easier,easier,"However, sometimes with the English words, I concentrated more on the visual aspect of the word  rather than the sound",English,doesn't help,distracting (from sounds),,no_OI,no,,,,,Yes,0.06,headphones,64,f,bachelors,American,Portugal,English,0,none,NA,1,computer,2231.837838,1.764871092,37
5357676,no_see,easier,easier,difficult,نعم فقد ساعدني في تذكر شكل الكلمة كثيرا سواء الكلمة بالعربية او الانجليزية فأنا أتخيلها واتذكر لو حتى حرفا واحدا ,Arabic,helps,connect audio and visual input (broadly),visualise words,in_arabic,yes,يساعدني جدا في تذكرها وربطها بكلمة في لغتي الام ولو برابط مضحك خاص بي انا .. لا اخبره لأحد ,visual association,,Arabic,Yes,0,no_headphones,42,f,masters,Saudi,Saudi Arabia,Arabic,2,intermediate,10,1,computer,1999.165517,0.817590605,29
5359087,no_see,no_notice,easier,no_diff,لا,Arabic,doesn't help,,,in_english,yes,أحيانًا أربط بين الشكل والصوت أو المعنى,visual association,,Arabic,Yes,0.2,no_headphones,26,f,masters,Saudi,Saudi Arabia,Arabic,2,intermediate,10,1,computer,2258.802083,2.563103131,48
5359091,no_see,no_notice,easier,difficult,اذا كانت الكلمة مكتوبة بالانجليزية اسهل,Arabic,helps,,,in_english,yes,ترتبط الصورة بشكل املاء الكلمة,(about the experiment),,Arabic,Yes,0.29,no_headphones,43,f,bachelors,Saudi,Saudi Arabia,Arabic,3,intermediate,10,1,mobile,1383.382353,1.230167664,34
5359092,start,easier,easier,difficult,فرق كبير جدا,Arabic,,,,in_english,yes,افهم الكلمة اكثر,clarifying and consolidating new language,correct comprehension,Arabic,Yes,0.07,earphones,40,f,masters,Saudi,Saudi Arabia,Arabic,1,beginner,9,1,computer,1492.88,0.305216399,25
5359677,start,no_diff,no_diff,no_diff,No,English,doesn't help,,,in_english,no,I focused more on sounds than spelling,(about the experiment),,English,Yes,0,no_headphones,34,m,doctorate,British,UK,English,0,none,NA,1,computer,1896.859459,1.516201787,37
5359752,no_see,no_diff,easier,difficult,"نعم،كتابة الكلمة باللغة الانجليزية تجعل تعلمها اسهل",Arabic,helps,learning (broadly),,in_english,yes,حتى اربط بين املاء الكلمة وصوتها ,clarifying and consolidating new language,decoding sounds and letters,Arabic,Yes,0.06,earphones,36,f,doctorate,Saudi,Saudi Arabia,Arabic,2,beginner,6,1,mobile,1820.148148,0.425002395,27
5365353,no_see,no_notice,easier,easier,no,English,doesn't help,,,in_english,no,sound moreimportant,sound is more important/ beneficial,,English,Yes,0,no_headphones,36,f,bachelors,Saudi,Saudi Arabia,Arabic,5,advanced,10,1,mobile,1376.28125,1.401697025,32
5366758,start,no_diff,easier,difficult,It made it easier to comprehend the sound,English,helps,clarify what I heard,,in_english,yes,"I find it difficult to recall the word, or understand it fully without seeing it spelt",clarifying and consolidating new language,correct comprehension,English,Yes,0.01,headphones,31,f,masters,British,Pakistan,English,0,none,NA,1,computer,2050.585714,1.416397412,35
5366758,start,no_diff,easier,difficult,and recall it,English,helps,remembering (broadly),,in_english,yes,It provides a visual cue.,visual association,,English,Yes,0.01,headphones,31,f,masters,British,Pakistan,English,0,none,NA,1,computer,2050.585714,1.416397412,35
5366866,end,no_notice,no_notice,no_notice,yes,English,,,,in_english,yes,no,,,English,Yes,0.69,no_headphones,63,f,bachelors,British,UK,English,0,none,NA,1,mobile,1481.045455,-0.105925118,22
5369858,no_see,easier,easier,difficult,إلى نسبة 50%,Arabic,,,,in_english,yes,لتمييزها عند  قرائتها,clarifying and consolidating new language,correct comprehension,Arabic,Yes,0.02,earphones,43,m,bachelors,Saudi,Saudi Arabia,Arabic,3,advanced,10,1,computer,2764.102439,1.905331543,41
5370466,no_see,no_notice,easier,easier,"لا، أركز فقط على الصوت",Arabic,doesn't help,better to ignore/ focus on sounds,,in_english,yes,لأعرف نطق الكلمة  ,clarifying and consolidating new language,correct production,Arabic,Yes,0.68,no_headphones,30,f,masters,Saudi,Saudi Arabia,Arabic,2,beginner,7,1,mobile,1692.88,0.608190707,25
5370467,no_see,difficult,easier,difficult,كانت الكلمات المكتوبة باللغة الإنجليزية أدعى لتذكرها والربط بينها وبين الصورة ,Arabic,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,لأنه أدعى لتذكرها ,remembering (broadly),,Arabic,Yes,0.17,no_headphones,34,f,masters,Saudi,Saudi Arabia,Arabic,3,beginner,4,1,computer,1506.09,-0.104880103,20
5370516,start,no_diff,easier,easier,رؤية الكلمة الإنجليزية يساعدني أحيانا في استيعاب المسموع وخاصة أن الكلمات الإنجليزية تطابق حروفها الصوت المسموع. قد تؤدي الكلمات العربية الدور نفسه لو كانت الكلمات العربية مشكلة بالحركات,Arabic,helps,connect audio and visual input (broadly),map sounds and letters,in_english,yes,"كما أشرت في الإجابة على سؤال سابق،، أولا: الكلمات العربية تحتاج إلى حركات التشكيل لتؤدي نفس الغرض الذي تؤديه الكلمات الإنجليزية للصوت نفسه، وثانية في 
 (f and v) اللغة الإنجليزية أصوات غير متوفرة في حروف العربية، فمثلا الأحرف العربية لا تفرق بين صوتي ",clarifying and consolidating new language,decoding sounds and letters,Arabic,Yes,0,headphones,32,m,doctorate,Saudi,USA,Arabic,5,advanced,12,1,computer,1992.061111,1.268700069,36
5374409,middle,no_diff,easier,difficult,I could visualise what I was hearing later,English,helps,connect audio and visual input (broadly),visualise words,in_english,yes,I personally visualise what I hear,visualisation,,English,Yes,0,earphones,60,f,bachelors,British,Germany,English,0,none,NA,1,mobile,2535.34375,0.946616765,32
5374964,start,difficult,easier,no_diff,"yes, i think it helped me to remember",English,helps,remembering (broadly),,in_english,yes,if they sound similar to another word it's easier to distinguish,clarifying and consolidating new language,correct comprehension,English,Yes,0,no_headphones,32,f,bachelors,British,UK,English,0,none,NA,1,computer,2849.12,0.897086096,30
5378097,no_see,easier,easier,difficult,تقريبا,Arabic,,,,in_english,yes,لكي يسهم البصر في حفظ الكلمة ,memorisation,,Arabic,Yes,0,no_headphones,40,m,doctorate,Syrian,Saudi Arabia,Arabic,1,none,7,1,computer,3552.69697,1.198613558,33
5380819,start,difficult,no_diff,no_diff,no,English,doesn't help,,,no_OI,no,no,,,English,Yes,0.71,no_headphones,58,f,professional qualification,British,UK,English,0,none,NA,1,mobile,1922.2,2.017250046,43
5384016,start,easier,easier,easier,متوسط,Arabic,,,,in_english,yes,لتثبت في مخيلتي,visualisation,,Arabic,Yes,0,no_headphones,21,f,bachelors,Saudi,Saudi Arabia,Arabic,5,intermediate,7,1,mobile,1817.344828,1.187173833,29
5384030,start,no_diff,easier,no_diff,the English words helped my brain link the images to the sound better,English,helps,connect audio and visual input (broadly),associate word and image,in_english,yes,it links the image and sound to the picture,(about the experiment),,English,Yes,0,no_headphones,37,m,bachelors,British,UK,English,0,none,NA,1,mobile,1445.65625,0.906657254,32
5384032,start,difficult,easier,easier,some words were very similar so it made it easier to see the spelling ,English,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,i find it easier to read the word first before looking at the picture ,(about the experiment),,English,Yes,0,no_headphones,55,f,secondary,British,UK,English,0,none,NA,1,mobile,1593.690476,2.011129801,42
5384657,no_see,no_notice,no_notice,no_diff,none,English,doesn't help,,,no_OI,no,learn by sound,sound is more important/ beneficial,,English,Yes,0.12,no_headphones,53,f,professional qualification,British,UK,English,0,none,NA,1,mobile,1470.04,0.193382252,25
5409941,start,no_notice,no_notice,no_diff,I didn't notice the written words as much as hearing them.,English,doesn't help,better to ignore/ focus on sounds,,in_english,no,"It depends on how the word the is learnt. If it is a speed learning when I'm trying to remember the sound of words, a picture associated with their meaning, and their spelling at once, it seems to overtask me. Word and picture, or sound and picture work, but all three together in a timed test is a bit much.",it's too much to process,,English,Yes,0.01,headphones,44,m,doctorate,Canadian,Canada,English,0,NA,NA,1,computer,1780.258065,0.915188153,31
5409941,start,no_notice,no_notice,no_diff,"The written words were most a distraction, and as this test appeared to be timed, it seemed ineffecient to add trying to learn the written version of the word in addition to its sound, so I mostly ignored the written words.",English,doesn't help,distracting (from sounds),,in_english,no,,,,,Yes,0.01,headphones,44,m,doctorate,Canadian,Canada,English,0,NA,NA,1,computer,1780.258065,0.915188153,31
5417849,start,no_notice,easier,difficult,"Yes, helped to know which letter each word started with.",English,helps,remembering (broadly),focus on first letter,in_english,yes,Helps understand how a word is pronounced ,clarifying and consolidating new language,correct production,English,Yes,0.03,earphones,29,f,bachelors,British,UK,English,0,none,NA,1,computer,2381.1875,0.990346467,32
5418540,middle,no_diff,easier,difficult,"Seeing the word made it easier to understand what the word was, because even if you misheard the word, the spelling was there so reinforce what the word was.",English,helps,clarify what I heard,,in_english,yes,"Seeing the word means you take the word in visually as well as through hearing it, making it easier to learn. ",visual association,,English,Yes,0,headphones,29,m,bachelors,British,UK,English,0,none,NA,1,computer,1159.044828,0.568493767,29
5418540,middle,no_diff,easier,difficult,It also meant you heard the word and saw the word so you had two chances to learn the word. ,English,helps,connect audio and visual input (broadly),,in_english,yes,,,,,Yes,0,headphones,29,m,bachelors,British,UK,English,0,none,NA,1,computer,1159.044828,0.568493767,29
5434242,middle,difficult,no_diff,no_notice,The change in language distracted from the image and sound of the word,English,,,,no_OI,no,"If the focus is purely on sound, hearing and then repeating orally is more beneficial in consistently replicating and identifying the sound/word",sound is more important/ beneficial,,English,Yes,0,headphones,24,m,professional qualification,British,UK,English,0,none,NA,1,computer,1684.733333,1.339847049,33
5439128,start,easier,easier,no_notice,إلى حد ما,Arabic,,,,in_english,yes,حتى يكون هناك ربط بين الصوت ورسم الكلمة,visual association,,Arabic,Yes,0,headphones,49,m,doctorate,Saudi,Saudi Arabia,Arabic,3,intermediate,8,1,computer,2074.296154,0.242031006,26
5440728,start,no_diff,no_diff,no_diff,"No - I think I took in the information by hearing. Perhaps a bit distracting seeing the Arabic, as I can read Farsi alphabet, and they seemed the same,  so I was actively ignoring the Arabic so I wasn't distracted and not looking at the pictures properly.",English,,,,no_OI,no,Sometimes the spelling and the pronunciation differ and I'd rather hear the word first and then read it.,spelling doesn't reflect pronunciation,,English,Yes,0.56,headphones,32,f,masters,British,UK,English,0,none,NA,1,computer,1642.977778,2.209765973,45
5442543,no_see,no_diff,no_notice,difficult,"بعض الكلمات لم ألاحظ أنها تبدأ بصوتين متشابهين
مثلا v and f  وبما أن هذه الأصوات غائبة في لغتي في الغالب لن أنتبه لها عند سماعها فقط فالإملاء يساعد في هذه الحالة",Arabic,helps,clarify what I heard,differentiate similar sounds/ words,in_english,yes,لصعوبة التفريق أحيانا بين الأصوات,clarifying and consolidating new language,correct comprehension,Arabic,Yes,0,no_headphones,27,f,masters,Saudi,Saudi Arabia,Arabic,5,advanced,12,1,mobile,1723.794872,1.566941556,39
5450539,middle,no_diff,difficult,no_diff,في الغالب لا يحدث فرق بل ربما يشتت قليلا النظر الى الكلمة المكتوبة والصورة والاستماع,Arabic,doesn't help,distracting (from sounds),,in_english,no,لانه يصعب علي المهمة في حفظ الاملاء للاحرف وحفظ الكلمة المستمعة,it's too much to process,,Arabic,Yes,0,no_headphones,22,m,bachelors,Saudi,Saudi Arabia,Arabic,2,beginner,5,1,computer,2298.724138,0.616649051,29
5452186,no_see,difficult,easier,difficult,helped me remember the words as I am a visual person,English,helps,remembering (broadly),,in_english,yes,I am a visual person.,learning style,,English,Yes,0,earphones,50,m,doctorate,Saudi,UAE,Arabic,5,nearnative,12,1,computer,1970.153846,1.931279292,39
