"ID","see_OI","see_arabic","see_english","no_spell","OI.influence.open","spelling.preference","OI.importance","OI.open","vision.hearing","prop_distraction","headphones","age","gender","education","nationality","location","L1","readingprofscore","level","prof_test_score","same_day","Participant.Device.Type","meanRT","meanD.prime","correct"
"5212731","start","no_diff","easier","difficult","<U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0648><U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0629> <U+0645><U+0639><U+0627> <U+062A><U+062C><U+0639><U+0644> <U+0645><U+0646> <U+0627><U+0644><U+062A><U+0639><U+0644><U+0645> <U+0623><U+0633><U+0647><U+0644>","in_english","no","<U+0645><U+0645><U+0643><U+0646> <U+0623><U+0646> <U+0623><U+062A><U+0634><U+062A><U+062A> <U+0639><U+0646> <U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0628><U+0627><U+0644><U+0634><U+0643><U+0644> <U+0627><U+0644><U+0635><U+062D><U+064A><U+062D> <U+0648><U+0623><U+0631><U+0643><U+0632> <U+0639><U+0644><U+0649> <U+0634><U+0643><U+0647><U+0627> <U+0641><U+0642><U+0637>","Yes",0.32,"earphones",24,"f","bachelors","Jordanian","Jordan","Arabic",4,"intermediate",8,1,"computer",2681.72413793103,0.809564724793103,29
"5229722","no_see","no_notice","easier","difficult","As some of the words sound similar, seeing it wtitten helped me distinguish between them when hearing them so I would say it helped a lot in that case, it also helped with other cases as linking the image and the sound with a written word made it easier to remember.","in_english","yes","This way I got more information which means more links to the word to easily recall it.","Yes",0.15,"no_headphones",29,"m","bachelors","Palestinian","Jordan","Arabic",5,"advanced",12,1,"mobile",2891.98235294118,1.31932799944118,34
"5246620","no_see","easier","easier","difficult","not much 
","in_english","yes","to make easier for me ","Yes",0.56,"no_headphones",31,"m","masters","Sudanese","Jordan","Arabic",5,"nearnative",11,1,"computer",1558.55555555185,0.506948829148148,27
"5247103","start","easier","difficult","difficult","yes. It was easier to remember the words.","in_english","yes","In English , there is a difference between the  speling  and the pronouncing of  words, which make it importing to learn the the speling of a new word when hearing it .","Yes",0.62,"earphones",25,"f","masters","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer",2330.62068965517,0.576519647965517,29
"5298847","no_see","no_notice","no_diff","no_diff","sometimes it helps and sometimes it doesn't","in_english","yes","Because if I don't, I sometimes mishear some sounds. The same is true in both languages and especially in songs. Looking at orthography also helps with etymology and morphemes.","Yes",0,"no_headphones",38,"f","doctorate","Libyan","UK","Arabic",5,"nearnative",12,1,"computer",1743.40526315789,1.68322701586842,38
"5299874","no_see","difficult","easier","difficult","0.7","in_english","yes","easier to remember ","Yes",0.14,"no_headphones",23,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",9,1,"computer",2155.6875,1.103307445625,32
"5304273","start","difficult","easier","easier","yes - easier to help remember when in english","in_english","red_cross","easier to hear and then understand how its written","Yes",0.63,"no_headphones",26,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile",2048.51428571429,1.37649731902857,35
"5305661","middle","easier","easier","difficult","Easier to visualise","in_english","green_tick","easier way to distinguish or make a memory to a picture/object","Yes",0,"no_headphones",27,"m","bachelors","British","UK","English",0,"none",NA,1,"computer",2620.25304878049,1.87120104463415,41
"5308502","start","difficult","easier","difficult","i think it aided the distinction between similar sounding words","in_english","green_tick","association ","Yes",0,"no_headphones",25,"m","masters","British","UK","English",0,"none",NA,1,"mobile",1251.53125,0.99393870634375,32
"5308657","start","no_diff","easier","no_diff","Yes, in English because it helped me to clarify if I had heard the spoken pronunciation correctly. I was often surprised at the spelling (e.g. ""nadus"" spelt nad-I-s).","in_english","green_tick","Because I'm quite a visual and textual learner and slightly deaf, so I rely more on what I see than what I hear.","Yes",0.01,"no_headphones",54,"m","masters","British","UK","English",0,"none",NA,1,"computer",1498.425,0.599213186321429,28
"5308960","start","difficult","easier","no_diff","In english, enabled me to spell it out in my head","in_english","green_tick","Easily noticeable differences in spelling, allowed differentiation between words that did sound pretty similar","Yes",0.53,"no_headphones",26,"m","masters","British","UK","English",0,"none",NA,1,"computer",1846.05675675405,1.33991234051351,37
"5312160","start","no_diff","easier","difficult","It makes a difference to me in general because I can see the sounds I am unable to pick up by just listening.","in_english","green_tick","Because otherwise I do not have the correct ""image"" of the word and may learn it distorted. In order to hear a word correctly I have to hear it repeated quite a few times.","Yes",0.09,"headphones",45,"f","masters","Polish","UK","English",0,"none",NA,1,"computer",2474.96875,1.3253702409375,32
"5312301","middle","difficult","easier","difficult","Yes - dual coding","in_english","green_tick","To support learning","Yes",0.47,"headphones",30,"f","masters","British","UK","English",0,"none",NA,1,"computer",943.251612903226,0.990268972354839,31
"5312548","start","difficult","easier","no_diff","I found English written words slightly helpful, while Arabic written words were more of a distraction.","in_english","green_tick","Learning the spelling of a word allows you to use it in writing. I find it frustrating being unsure about the spelling of a word when I want to use it in writing.","Yes",0.33,"earphones",30,"m","masters","British","UK","English",0,"none",NA,1,"computer",1532.46666666875,2.563103131,48
"5315514","start","no_diff","easier","difficult","Much easier to remember","in_english","green_tick","It helps reinforce it","Yes",0.79,"no_headphones",63,"f","professional qualification","British","UK","English",0,"none",NA,1,"computer",2464.65714285714,0.557548904714286,28
"5320764","middle","no_diff","easier","no_diff","seeing English written words connected with my understanding of what I was hearing - in combination with the picture, I was able to better create a mental note in preparation for remembering which to choose in the multiple choice phase","in_english","green_tick","If it's in familiar characters, I can relate to my knowledge of English to help make better connections. Having the word in Arabic characters was of no help at all! ","No",0.08,"no_headphones",53,"f","masters","British","Germany","English",0,"none",NA,1,"computer",1395.84838709677,0.779858988419355,31
"5322227","start","no_diff","easier","difficult","It was easier to distinguish them","in_english","green_tick","It helps visualise the word","Yes",0.16,"no_headphones",37,"f","masters","American","UK","English",0,"none",NA,1,"computer",2038.96153846154,0.304694612923077,26
"5323642","middle","difficult","easier","difficult","I think seeing the written words alongside hearing the new words was helpful. This is becuase some of the new words sounded very similar to each other... letters that have a similar English pronunciation such as 'v & f', or, 'm & n', when in a similar word are slighlty tricker to distinguish from one another on hearing them for the first time. Even first letters that are less likely to become muddled, when in a similar word structure, (like Nadis and Famis) becomes slightly confusing. Seeing the word written out, helped assure me of what the spoken was. ","in_english","green_tick","Because I think it's so easy to mishear words. Especially in the flow of a conversation, and a new word jumps out to you. If I've been watching a TV program, and heard a new word, I'll often google it – and find I've spelt it incorrectly because I've misheard the pronunciation. Or the person speaking the word may have an accent, so things like vowels or inflections can get misinterpretted. The funniest instance of this is hearing new songs for the first time – I'm 98% guarenteed to sing several words/lines of the song wrong, because my brain fills in what it think's it's hearing with the first word it sounds like to me. But on googling the lyrics, I see what the artist is actually singing about. So for me, I think seeing spelling/words written out, helps me to remember what I'm hearing, and helps me to correcty pronounce (or sing) the words and songs in the future. Though you do make people laugh when you say things wrong and that can be funny!","Yes",0,"headphones",32,"f","bachelors","British","UK","English",0,"none",NA,1,"computer",1194.43902439024,1.79740209260976,41
"5327303","middle","no_notice","no_diff","no_diff","I was concentrating almost purely on the sound of words","in_english","green_tick","Moslty so you know, or can at least have a good guess, on how to pronounce it","Yes",0.19,"headphones",32,"m","masters","British","UK","English",0,"none",NA,1,"computer",1825.97297297297,1.65467095059459,37
"5328002","start","no_diff","easier","difficult","Yes, easier to associate the word with the object when you can see the spelling ","in_english","red_cross","because hearing and seeing is enough ","Yes",0,"no_headphones",27,"f","masters","British","UK","English",0,"none",NA,1,"computer",1650.625,0.657502506535714,28
"5330132","middle","no_diff","easier","difficult","easier to remember ","in_english","green_tick","helps you understand and remember ot corectly and hear the words are slightly different ","Yes",0.62,"earphones",33,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile",1462.02222222222,1.48548509822222,36
"5330133","start","no_diff","easier","difficult","the written word helped me to remember to hear the difference beween m and n and v and f sounds - although I still remembered badly","in_english","green_tick","because it locates the new word within a set of letters and sounds that I understand","Yes",0.08,"earphones",67,"f","doctorate","British","UK","English",0,"none",NA,1,"computer",1929.4,1.48156525772973,37
"5331395","start","easier","easier","difficult","Yes","in_arabic","yes","<U+0644><U+0643><U+064A> <U+0627><U+0641><U+0647><U+0645><U+0647><U+0627> <U+062C><U+064A><U+062F><U+0627><U+064B> ","Yes",0.04,"earphones",35,"f","secondary","Jordanian","Jordan","Arabic",4,"beginner",5,1,"mobile",1937.54642857143,0.586795249928571,28
"5331995","middle","easier","easier","no_diff","To specify similar sounding letters eg. v & f, n & m","in_english","green_tick","Depends what language / familiarity of that language - but it helps me be able to map out the word in my head","Yes",0.02,"earphones",29,"f","doctorate","British","UK","English",2,"beginner",NA,1,"computer",2142.225,1.791298399975,40
"5332522","middle","no_diff","no_diff","no_notice","something else to help me remember!","in_english","green_tick","it helps me sound it out loud, which helps me with pronunciation and word recognition, as well as with recall","Yes",0.04,"earphones",28,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile",1579.63333333333,1.04861121273333,30
"5332693","start","no_diff","easier","no_diff","In english yes, as could actively read the word while it was being said.","in_english","green_tick","Visual learner, my memory seems quite dependent on having something in front of me to help with learning","Yes",0.22,"earphones",25,"f","masters","British","UK","English",0,"none",NA,1,"computer",1603.19761904762,2.01112980121429,42
"5333573","start","difficult","no_diff","difficult","It was easier to relate to the words when I could see them as well as hear them.  Because I am not a speaker of British English, I had to first convert the ""heard"" word to US English.","in_english","green_tick","I tend to be a visual learner rather than auditory learner.","Yes",0.41,"no_headphones",81,"f","doctorate","American","USA","English",0,"none",NA,1,"computer",2097.92,0.803890973566667,30
"5333575","middle","easier","easier","difficult","It helped to pair the visual with the sounds in my head as I would try to say them if they were written in English. ","in_english","green_tick","visual and sound connection","Yes",0.61,"no_headphones",45,"f","masters","American","UK","English",0,"none",NA,1,"computer",1819.940625,1.28155156575,32
"5335169","start","no_diff","easier","difficult","As many of the words sounded the same, seeing them written helped. Although still hard to remember which is which after the 2 object game","in_english","green_tick","Because some letters sound similar, it re-enforces you are hearing the correct sound","Yes",0.08,"no_headphones",30,"f","bachelors","British","UK","English",0,"none",NA,1,"computer",2017.72727272727,1.12451342906061,33
"5335482","no_see","no_notice","no_notice","easier","<U+0644><U+0627>","in_english","no","<U+0647><U+0630><U+0627> <U+062F><U+0648><U+0631> <U+0628><U+062D><U+062B><U+0643><U+0645>","Yes",1,"no_headphones",32,"n","masters","nowhere","world","Arabic",5,"advanced",11,1,"mobile",1417.97575757576,1.26217725666667,33
"5335700","start","no_diff","easier","no_diff","Yes, it created a mental image which made choosing easier. ","in_english","yes","So I can differentiate between the sounds. ","Yes",0.51,"no_headphones",34,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",10,1,"computer",1687.88157894474,1.60965191926316,38
"5335791","no_see","easier","easier","difficult","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0633><U+0647><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0628><U+0627><U+0644><U+0646><U+0633><U+0628><U+0629> <U+0644><U+064A> <U+0627><U+0643><U+062B><U+0631> <U+0645><U+0646> <U+0627><U+0644><U+0627><U+0646><U+062C><U+0644><U+064A><U+0632><U+064A><U+0629>","in_arabic","yes","<U+0623><U+062D><U+064A><U+0627><U+0646><U+0627><U+064B> <U+0623><U+062A><U+0630><U+0643><U+0631> <U+0634><U+0643><U+0644> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0641><U+064A><U+0633><U+0627><U+0639><U+062F><U+0646><U+064A> <U+0639><U+0644><U+0649> <U+062A><U+0630><U+0643><U+0631> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0646><U+0641><U+0633><U+0647><U+0627> <U+0645><U+062B><U+0644><U+0627> <U+0623><U+062B><U+0646><U+0627><U+0621> <U+0627><U+0644><U+0627><U+062E><U+062A><U+0628><U+0627><U+0631><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062F><U+0631><U+0633><U+064A><U+0629>","Yes",0,"no_headphones",28,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",12,1,"computer",2143.17428571429,1.34653157542857,35
"5336078","no_see","no_notice","easier","difficult","yes, alot","in_english","yes","it helps me remember the word ","Yes",0.17,"earphones",32,"f","masters","Saudi","UK","Arabic",4,"advanced",11,1,"computer",1506.8064516129,0.749826660870968,31
"5336140","no_see","difficult","difficult","easier","sometime i get distracted by the written word as it does not make me focus as much on the picture.","in_english","no","beacuse sometimes writing does not refelct how we speak the language. there may be little correspondnce between the writing systme and the sound of a language.  ","Yes",0.28,"earphones",28,"f","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",9,1,"computer",1823.44827586207,0.70513009662069,29
"5336201","start","no_diff","easier","easier","it helps to picture the word when looking at the picture so they become like a pair in my mind","in_english","green_tick","because you can then visualise the word as well, and maybe notice patterns in spellings if it is similar to a word you already know. You can also make sure you are pronouncing it correctly if you see it. (if you can read) ","Yes",0.05,"no_headphones",32,"f","masters","British","UK","English",0,"none",NA,1,"computer",2053.08095238095,2.06661438657143,42
"5336601","no_see","no_notice","easier","difficult","writing words in Arabic made it somehow challenging to learn them. ","in_english","yes","to draw a connection between the sound and the written form. it also helps if I miss how each sound is pronounced. ","Yes",0.01,"headphones",26,"f","masters","Saudi","Saudi Arabia","Arabic",4,"advanced",12,1,"mobile",1356.07407407407,0.394883754333333,27
"5336602","middle","difficult","easier","difficult","<U+0631><U+0628><U+0637> <U+0627><U+0644><U+0635><U+0648><U+0631> <U+0645><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+064A><U+062C><U+0639><U+0644> <U+0639><U+0645><U+0644><U+064A><U+0647> <U+0627><U+0644><U+062A><U+0630><U+0643><U+0631> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","#N/A","Yes",0.02,"headphones",21,"m","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",9,1,"computer",1765.1333333375,0.650473721916667,24
"5336722","middle","easier","easier","no_diff","Maybe it has made it easier a little bit, but I relied more on memorizing the shape and the word heard.","in_english","yes","To realize how it's pronounced later when I see the word.","Yes",0,"earphones",32,"f","masters","Saudi","Saudi Arabia","Arabic",5,"nearnative",11,1,"computer",2251.40238095238,2.06661438657143,42
"5337014","middle","no_notice","no_notice","easier","I don't know ","in_english","yes","I can recognise it and remember it faster ","Yes",0.15,"no_headphones",28,"f","doctorate","Saudi","UK","Arabic",4,"advanced",11,1,"mobile",1572.20909090909,0.0211591400909091,22
"5337115","no_see","easier","easier","easier","1","in_english","yes","<U+0644><U+0627><U+062D><U+0641><U+0638><U+0647><U+0627> <U+0628><U+0633><U+0631><U+0639><U+0629>","Yes",0,"no_headphones",41,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"beginner",5,1,"computer",1595.1166667,0,24
"5337166","no_see","easier","easier","difficult","<U+0627><U+0644><U+0641><U+0631><U+0642> <U+0628><U+062F><U+0649> <U+0648><U+0627><U+0636><U+062D><U+064B><U+0627> <U+0641><U+064A> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062A><U+0634><U+0627><U+0628><U+0647><U+0647> <U+0645><U+062B><U+0644> Fan Van ","in_english","yes","<U+064A><U+0633><U+0647><U+0644> <U+062A><U+0630><U+0643><U+0631> <U+0634><U+0643><U+0644> <U+0627><U+0644><U+062D><U+0631><U+0648><U+0641> ","Yes",0.17,"no_headphones",22,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",9,1,"mobile",2511.09090909091,0.0741864078181819,22
"5337282","middle","easier","easier","difficult","yes it takes time to remember the words and make a connection between each shape and its related words.","in_english","yes","its help me to draw a vision on my mind and link between the word and the shape","Yes",0.81,"headphones",42,"f","masters","Saudi","UK","Arabic",4,"intermediate",10,1,"computer",2597.82692307692,0.345142621076923,26
"5337460","start","difficult","easier","no_diff","It made it easier to distinguish between different words by associating the picture with how the word was written, especially when two words sounded very similar.","in_english","red_cross","Maybe the first time it's important to try to focus only on the sounds, but by the second time, I do prefer to have the written version too.","Yes",0.74,"headphones",31,"f","masters","British","Spain","English",0,"none",NA,1,"computer",1523.16,0.7689309396,30
"5337506","start","difficult","easier","easier","<U+0627><U+0633><U+0647><U+0644> <U+0641><U+064A> <U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0647>","in_english","yes","<U+0644><U+0627><U+062A><U+0630><U+0643><U+0631> <U+0634><U+0643><U+0644><U+0647><U+0627> <U+0641><U+064A> <U+0630><U+0647><U+0646><U+064A>","Yes",0.31,"no_headphones",26,"f","bachelors","Saudi","UK","Arabic",2,"beginner",9,1,"mobile",4033.41212121212,1.28333639684848,33
"5337579","start","easier","easier","difficult","<U+0646><U+0639><U+0645> <U+0623><U+062D><U+062F><U+062B> <U+0641><U+0631><U+0642><U+0627> <U+0643><U+0628><U+064A><U+0631><U+0627>","in_arabic","yes","<U+0644><U+0627><U+0641><U+0647><U+0645> <U+0627><U+0643><U+062B><U+0631>","Yes",0.56,"earphones",31,"f","secondary","Syrian","UK","Arabic",3,"advanced",7,1,"mobile",1674.63448275862,0.737233619586207,29
"5338152","no_see","easier","easier","difficult","<U+0646><U+0639><U+0645>","in_english","yes","to know how it is written","Yes",0.37,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",12,1,"mobile",1843.18518518519,0.610604416444445,27
"5338550","middle","no_diff","easier","difficult","i felt it was easier to remember the picture and the word together when they flashed up on scren together - like trying to take a mental screenshot","in_english","green_tick","to confirm youve heard the sounds correctly","Yes",0.13,"no_headphones",26,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile",1472.95,1.6486319244,40
"5338565","end","easier","no_notice","easier","it is help some time to remember","in_english","yes","To say it correct ","Yes",0,"no_headphones",29,"f","bachelors","Saudi","UK","Arabic",3,"intermediate",9,1,"mobile",2828.36363636364,1.31868790851515,33
"5338600","start","no_diff","easier","difficult","Seeing english written words helped me differitiate between the different similar words,ie, helped notice if it ended in T rather S","in_english","green_tick","Allows you to see all the different letters in the word that you might miss through hearing","Yes",0,"earphones",23,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile",2008.06060606061,1.1633483249697,33
"5338811","start","difficult","easier","difficult","<U+0646><U+0639><U+0645>","in_english","yes","<U+062D><U+062A><U+0649> <U+062A><U+0631><U+062A><U+0643><U+0632> <U+0641><U+064A> <U+0627><U+0644><U+0645><U+062E>","Yes",0,"no_headphones",33,"f","masters","Saudi","Saudi Arabia","Arabic",3,"beginner",9,1,"mobile",1587.58064516129,1.03160934545161,31
"5338948","start","easier","easier","difficult","<U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644> ","in_arabic","yes","<U+0644><U+0627> <U+0627><U+0639><U+0644><U+0645>","Yes",0.54,"no_headphones",25,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"advanced",9,1,"mobile",1553.7027027027,1.48467205989189,37
"5339069","end","easier","easier","difficult","Yes, I feel that I can remember the written words easier ","in_english","yes","because it helps in remembering the words, therefore the next time I want to use this word, I visualize how it is written in my brain and then use it.","Yes",0,"no_headphones",26,"f","masters","Saudi","Saudi Arabia","Arabic",4,"intermediate",9,1,"computer",2538.86666666667,0.96446222762963,27
"5339584","start","no_diff","easier","difficult","yes, helps to understand and triggers visual memory","in_english","green_tick","helps to remember","Yes",0.07,"no_headphones",28,"f","masters","British","France","English",0,"beginner",NA,1,"mobile",1539.70357142143,0.461904090214286,28
"5339892","end","difficult","easier","difficult","<U+0646><U+0639><U+0645><U+060C> <U+0623><U+0635><U+0628><U+062D><U+062A> <U+0627><U+0644><U+0641><U+0631><U+0648><U+0642> <U+0648><U+0627><U+0636><U+062D><U+0629> <U+0628><U+064A><U+0646> F <U+0648> V. <U+0643><U+0645><U+0627> <U+0643><U+0627><U+0646><U+062A> <U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0629> <U+0648><U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0641><U+064A> <U+0622><U+0646> <U+0648><U+062D><U+062F><U+0627> <U+0648><U+0633><U+064A><U+0644><U+0629> <U+0644><U+0644><U+062A><U+0623><U+0643><U+064A><U+062F> <U+0639><U+0644><U+0649> <U+062D><U+0641><U+0638> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>. ","in_english","yes","<U+062D><U+062A><U+0649> <U+0623><U+0641><U+0631><U+0642> <U+0628><U+064A><U+0646><U+0647><U+0627> <U+0648><U+0628><U+064A><U+0646> <U+0643><U+0644><U+0645><U+0629> <U+0623><U+062E><U+0631><U+0649> <U+0634><U+0628><U+064A><U+0647><U+0629><U+060C> <U+0648><U+062D><U+062A><U+0649> <U+0623><U+062A><U+0639><U+0631><U+0641> <U+0639><U+0644><U+064A><U+0647><U+0627> <U+0641><U+064A> <U+0633><U+064A><U+0627><U+0642> <U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0629><U+060C> <U+0648><U+0644><U+0623><U+062A><U+0645><U+0643><U+0646> <U+0645><U+0646> <U+0627><U+0633><U+062A><U+062E><U+062F><U+0627><U+0645><U+0647><U+0627> <U+0641><U+064A> <U+0627><U+0644><U+062A><U+062D><U+062F><U+062B> <U+0648><U+0627><U+0644><U+0643><U+062A><U+0627><U+0628><U+0629>.  ","Yes",0.75,"headphones",28,"f","bachelors","Omani","Oman","Arabic",5,"nearnative",11,1,"computer",3315.95517241379,0.994258159689655,29
"5339906","start","no_diff","easier","easier","helped figure out the subtle differences  in pronunciations ","in_english","green_tick","to learn it correctly from the beginning ","Yes",0.01,"earphones",41,"f","bachelors","American","USA","English",0,"none",NA,1,"mobile",1952.92307692308,1.93127929223077,39
"5340331","middle","no_diff","easier","no_diff","could identify pairs","in_english","red_cross","better to focus on sound","Yes",0.01,"no_headphones",69,"f","masters","British","Ireland","English",0,"none",NA,1,"computer",7658.43617021277,2.45033595289362,47
"5340413","start","no_diff","easier","difficult","Seeing the letters m/n and v/f helped me know these words better for when the 'test'.","in_english","green_tick","Actually, it depends, but the questionnaire doesn't allow for this answer... I learned some words better WITH spelling, and some words better WITHOUT the spelling, weird?","Yes",0.01,"no_headphones",33,"f","masters","British","UK","English",0,"none",NA,1,"computer",2481.65555555556,2.20976597293333,45
"5341797","middle","easier","easier","difficult","<U+0646><U+0639><U+0645><U+060C> <U+0644><U+0623><U+0646><U+0646><U+064A> <U+0623><U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646> <U+0634><U+0643><U+0644> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0648><U+0627><U+0644><U+0635><U+0648><U+0631><U+0629>","in_english","yes","<U+062D><U+062A><U+0649> <U+0623><U+0639><U+0631><U+0641> <U+0627><U+0644><U+0646><U+0637><U+0642> <U+0627><U+0644><U+0635><U+062D><U+064A><U+062D><U+060C> <U+0644><U+0623><U+0646><U+0646><U+064A> <U+0623><U+062D><U+064A><U+0627><U+0646><U+0627> <U+0644><U+0627> <U+0623><U+0641><U+0631><U+0642> <U+0628><U+064A><U+0646> f <U+0648> v.

<U+0641><U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0645><U+0643><U+062A><U+0648><U+0628><U+0629> <U+064A><U+0633><U+0627><U+0639><U+062F> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+062A><U+0639><U+0644><U+0645>","Yes",0.15,"headphones",26,"m","masters","Saudi","Saudi Arabia","Arabic",5,"advanced",9,1,"mobile",1681.35294117647,1.30217211867647,34
"5341798","no_see","difficult","easier","no_diff","english makes me remember easier than arabic","in_english","yes","it is printed in my mind with its picture ","No",0.3,"no_headphones",30,"f","masters","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"mobile",1834.68,0.47302456252,25
"5341799","start","easier","easier","difficult","yes, definitely","in_english","yes","to mach what I'm listening to ","Yes",0.61,"no_headphones",39,"m","doctorate","Saudi","UK","Arabic",5,"advanced",11,1,"computer",2583.95526315789,1.60662687502632,38
"5341802","start","easier","easier","no_diff","<U+0646><U+0639><U+0645>","in_arabic","yes","<U+0631><U+0628><U+0637> <U+0628><U+064A><U+0646> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0648><U+0627><U+0644><U+0634><U+0643><U+0644>","Yes",0.07,"no_headphones",37,"f","doctorate","Jordanian","Jordan","Arabic",3,"intermediate",9,1,"computer",1686.7619047619,-0.219133607190476,21
"5341831","middle","difficult","easier","difficult","confirmed sound of word","in_english","green_tick","confirmation","Yes",0,"no_headphones",70,"f","masters","American","USA","English",0,"none",NA,1,"mobile",2411,0.620045327035714,28
"5341833","start","no_diff","easier","difficult","Helped with initial consonent (e.g. v/f, m/n)","in_english","red_cross","English spelling can be misleading (e.g. the second vowel sound in ""Nasit"" sounded more like the oo in ""foot"" to me). Phonetic spelling perhaps more helpful (although this also needs learning, of course!)","Yes",0.11,"headphones",42,"m","masters","British","The Netherlands","English",0,"none",NA,1,"computer",2339.41489361702,2.45033595289362,47
"5341834","start","no_diff","easier","difficult","easier to remember","in_english","green_tick","i remember better if i can see the word written and hear it","Yes",0,"no_headphones",73,"f","masters","British","UK","English",0,"none",NA,1,"mobile",1811.121875,1.3653297528125,32
"5341870","end","no_diff","easier","no_notice","It made a difference in English because my eyes were naturally drawn to the English words. To be honest, I ignored the Arabic script and just focused on the pictures.","in_english","green_tick","Because you can identify with the word easier when you see it written down in a text ","Yes",0.11,"earphones",43,"m","bachelors","Irish","Spain","English",0,"none",NA,1,"computer",1882.81111111111,1.66994366405556,36
"5342157","no_see","easier","no_notice","difficult","<U+0627><U+0633><U+062A><U+064A><U+0639><U+0627><U+0628> <U+0644><U+0643><U+062B><U+0631> ","in_arabic","yes","<U+062D><U+062A><U+0649> <U+0627><U+0633><U+062A><U+0637><U+064A><U+0639> <U+0627><U+0644><U+0631><U+0628><U+0637> <U+0648><U+064A><U+0633><U+0647><U+0644> <U+0627><U+0644><U+0645><U+0641><U+0638> <U+0648><U+0627><U+0644><U+062A><U+0623><U+0643><U+062F> <U+0645><U+0646> <U+0627><U+0644><U+0627><U+0645><U+0644><U+0627><U+0621> <U+0644><U+0644><U+0643><U+0644><U+0645><U+0629>","Yes",0,"no_headphones",28,"f","secondary","Saudi","Saudi Arabia","Arabic",1,"beginner",4,1,"tablet",1974.86486486486,1.26442567856757,37
"5343885","start","no_diff","easier","no_diff","When they were written in English it made it easier to remember for me","in_english","green_tick","To help visualise the word","Yes",0.01,"no_headphones",39,"f","professional qualification","British","Australia","English",0,"none",NA,1,"computer",1498.13513513514,1.40910844716216,37
"5344305","end","no_diff","no_diff","no_notice","Not for me, I read them when I noticed them but  it didn't seem to help, I tried to visually attach the sound to the image or something that might help me remember.... Like the 'famus' (sp!) sounded like 'female' and the item looked female! ","in_english","red_cross","Because, that's how I learnt French. However, my spelling is awful so it probably is important to do so but it wasn't something that stopped me learning to speak. ","Yes",0,"earphones",31,"f","bachelors","British","France","English",0,"none",NA,1,"mobile",1459.81162790698,2.04972686595349,43
"5353998","start","no_diff","no_diff","no_diff","no","in_english","green_tick","to avoid mishearing ","Yes",0.02,"no_headphones",37,"f","bachelors","British","UK","English",0,"none",NA,1,"mobile",1523.56097560976,1.8627205025122,41
"5353999","end","no_diff","easier","no_diff","to visually see the difference between. v or an f, an m or an n, etc","in_english","green_tick","to know how to pronounce the word","Yes",0,"earphones",72,"f","secondary","British","UK","English",0,"none",NA,1,"tablet",3173.26829268293,1.73208368258537,41
