"ID","see_OI","see_arabic","see_english","no_spell","OI.influence.open","spelling.preference","OI.importance","OI.open","vision.hearing","prop_distraction","headphones","age","gender","education","nationality","location","L1","readingprofscore","level","prof_test_score","same_day","Participant.Device.Type","OI","meanRT","meanD.prime","correct"
"5182922","middle","easier","easier","difficult","<U+0646><U+0639><U+0645>- <U+0633><U+0627><U+0639><U+062F><U+062A><U+0646><U+064A> <U+0643><U+062B><U+064A><U+0631><U+0627> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+0644><U+0645><U+0643><U+062A><U+0648><U+0628><U+0629>","in_english","yes","<U+0644><U+0643><U+064A> <U+064A><U+0633><U+0647><U+0644> <U+062D><U+0641><U+0638><U+0647><U+0627>","Yes",0.61,"earphones",27,"f","bachelors","Saudi","UK","Arabic",4,"intermediate",11,1,"mobile","no",3070.33333333333,2.20976597293333,15
"5182923","start","easier","easier","difficult","yes","in_english","yes","to know how to spell it ","Yes",0.1,"earphones",32,"f","bachelors","Tunisian","UK","Arabic",4,"advanced",12,1,"mobile","Arabic",1683.125,0.5244005125,8
"5182923","start","easier","easier","difficult","yes","in_english","yes","to know how to spell it ","Yes",0.1,"earphones",32,"f","bachelors","Tunisian","UK","Arabic",4,"advanced",12,1,"mobile","English",1639.07692307692,1.45649774584615,13
"5182923","start","easier","easier","difficult","yes","in_english","yes","to know how to spell it ","Yes",0.1,"earphones",32,"f","bachelors","Tunisian","UK","Arabic",4,"advanced",12,1,"mobile","no",1193,1.36895165091667,12
"5189512","middle","difficult","no_notice","no_diff","It made it easier to remember the words ","in_english","no","not sure ","Yes",0.69,"no_headphones",18,"f","secondary","Egyptian","Netherlands","Arabic",5,"nearnative",9,1,"computer","Arabic",1986.5,-0.524400513,6
"5189512","middle","difficult","no_notice","no_diff","It made it easier to remember the words ","in_english","no","not sure ","Yes",0.69,"no_headphones",18,"f","secondary","Egyptian","Netherlands","Arabic",5,"nearnative",9,1,"computer","English",1803.33333333333,0.291333618333333,9
"5189512","middle","difficult","no_notice","no_diff","It made it easier to remember the words ","in_english","no","not sure ","Yes",0.69,"no_headphones",18,"f","secondary","Egyptian","Netherlands","Arabic",5,"nearnative",9,1,"computer","no",1254.375,0.13110012825,8
"5196532","no_see","difficult","easier","difficult","connection between the letters and pronunciation might help to remeber. I am not sure if I understood the question. ","in_english","yes","mental connection between letters and how the sound. make sure about the right sound. for example, bin or ban. to make sure i got the right word","Yes",0,"no_headphones",34,"f","doctorate","Saudi","UK","Arabic",4,"advanced",11,1,"computer","Arabic",1661.05,0.7689309396,10
"5196532","no_see","difficult","easier","difficult","connection between the letters and pronunciation might help to remeber. I am not sure if I understood the question. ","in_english","yes","mental connection between letters and how the sound. make sure about the right sound. for example, bin or ban. to make sure i got the right word","Yes",0,"no_headphones",34,"f","doctorate","Saudi","UK","Arabic",4,"advanced",11,1,"computer","English",2296.02,0.7689309396,10
"5196532","no_see","difficult","easier","difficult","connection between the letters and pronunciation might help to remeber. I am not sure if I understood the question. ","in_english","yes","mental connection between letters and how the sound. make sure about the right sound. for example, bin or ban. to make sure i got the right word","Yes",0,"no_headphones",34,"f","doctorate","Saudi","UK","Arabic",4,"advanced",11,1,"computer","no",2237.92,0.7689309396,10
"5201553","no_see","no_notice","easier","difficult","You can learn better when you see the words rather when you hear them.","in_english","yes","This way you remember it better.","Yes",0.24,"no_headphones",57,"f","masters","Lebanese","Australia","Arabic",5,"nearnative",12,1,"computer","Arabic",3635.68181818182,0.810437155909091,11
"5201553","no_see","no_notice","easier","difficult","You can learn better when you see the words rather when you hear them.","in_english","yes","This way you remember it better.","Yes",0.24,"no_headphones",57,"f","masters","Lebanese","Australia","Arabic",5,"nearnative",12,1,"computer","English",2277.39230769231,1.77898673946154,13
"5201553","no_see","no_notice","easier","difficult","You can learn better when you see the words rather when you hear them.","in_english","yes","This way you remember it better.","Yes",0.24,"no_headphones",57,"f","masters","Lebanese","Australia","Arabic",5,"nearnative",12,1,"computer","no",2502.40769230769,1.45649774584615,13
"5201938","start","difficult","easier","difficult","to remember the word ","in_english","yes","to remember the word  and know how to write it ","Yes",0,"no_headphones",42,"f","doctorate","Palestinian","UK","Arabic",3,"intermediate",10,1,"computer","Arabic",2063.19166666667,1.281551566,12
"5201938","start","difficult","easier","difficult","to remember the word ","in_english","yes","to remember the word  and know how to write it ","Yes",0,"no_headphones",42,"f","doctorate","Palestinian","UK","Arabic",3,"intermediate",10,1,"computer","English",2377.7375,0.640775783,8
"5201938","start","difficult","easier","difficult","to remember the word ","in_english","yes","to remember the word  and know how to write it ","Yes",0,"no_headphones",42,"f","doctorate","Palestinian","UK","Arabic",3,"intermediate",10,1,"computer","no",2699.39090909091,0.916232855909091,11
"5212696","no_see","no_notice","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0645><U+0643><U+062A><U+0629><U+0628><U+0629> <U+0648><U+0645><U+0637><U+0627><U+0628><U+0642><U+062A><U+0647><U+0627> <U+0645><U+0639> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+062B><U+0646><U+0627><U+0621> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0644><U+0647><U+0627> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644> <U+0648><U+0630><U+0644><U+0643> <U+0644><U+0631><U+0628><U+0637> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0645><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>","No",0.69,"headphones",52,"f","bachelors","Palestinian","UK","Arabic",3,"advanced",9,1,"computer","Arabic",2040.07,0.7689309396,10
"5212696","no_see","no_notice","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0645><U+0643><U+062A><U+0629><U+0628><U+0629> <U+0648><U+0645><U+0637><U+0627><U+0628><U+0642><U+062A><U+0647><U+0627> <U+0645><U+0639> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+062B><U+0646><U+0627><U+0621> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0644><U+0647><U+0627> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644> <U+0648><U+0630><U+0644><U+0643> <U+0644><U+0631><U+0628><U+0637> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0645><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>","No",0.69,"headphones",52,"f","bachelors","Palestinian","UK","Arabic",3,"advanced",9,1,"computer","English",1870.08181818182,1.04318769645455,11
"5212696","no_see","no_notice","easier","easier","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0645><U+0643><U+062A><U+0629><U+0628><U+0629> <U+0648><U+0645><U+0637><U+0627><U+0628><U+0642><U+062A><U+0647><U+0627> <U+0645><U+0639> <U+0627><U+0644><U+0635><U+0648><U+0631><U+0629> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644>","in_english","yes","<U+0631><U+0624><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0627><U+062A> <U+0627><U+062B><U+0646><U+0627><U+0621> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0644><U+0647><U+0627> <U+064A><U+062C><U+0639><U+0644> <U+062A><U+0630><U+0643><U+0631><U+0647><U+0627> <U+0627><U+0633><U+0647><U+0644> <U+0648><U+0630><U+0644><U+0643> <U+0644><U+0631><U+0628><U+0637> <U+0627><U+0644><U+0635><U+0648><U+062A> <U+0645><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629>","No",0.69,"headphones",52,"f","bachelors","Palestinian","UK","Arabic",3,"advanced",9,1,"computer","no",1851.2125,0.27656921575,8
"5212730","middle","no_notice","easier","easier","<U+0646><U+0639><U+0645>","in_arabic","yes","<U+0644><U+0645><U+0639><U+0631><U+0641><U+0629> <U+0643><U+064A><U+0641><U+064A><U+0629><U+0643><U+062A><U+0627><U+0628><U+062A><U+0647><U+0627>","Yes",0,"earphones",29,"m","professional qualification","Syrian","Turkey","Arabic",5,"advanced",11,1,"mobile","Arabic",2442.01,0.7689309396,10
"5212730","middle","no_notice","easier","easier","<U+0646><U+0639><U+0645>","in_arabic","yes","<U+0644><U+0645><U+0639><U+0631><U+0641><U+0629> <U+0643><U+064A><U+0641><U+064A><U+0629><U+0643><U+062A><U+0627><U+0628><U+062A><U+0647><U+0627>","Yes",0,"earphones",29,"m","professional qualification","Syrian","Turkey","Arabic",5,"advanced",11,1,"mobile","English",1374.62222222222,0.420639473888889,9
"5212730","middle","no_notice","easier","easier","<U+0646><U+0639><U+0645>","in_arabic","yes","<U+0644><U+0645><U+0639><U+0631><U+0641><U+0629> <U+0643><U+064A><U+0641><U+064A><U+0629><U+0643><U+062A><U+0627><U+0628><U+062A><U+0647><U+0627>","Yes",0,"earphones",29,"m","professional qualification","Syrian","Turkey","Arabic",5,"advanced",11,1,"mobile","no",1322.225,0.18928776325,8
"5212731","start","no_diff","easier","difficult","<U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0648><U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0629> <U+0645><U+0639><U+0627> <U+062A><U+062C><U+0639><U+0644> <U+0645><U+0646> <U+0627><U+0644><U+062A><U+0639><U+0644><U+0645> <U+0623><U+0633><U+0647><U+0644>","in_english","no","<U+0645><U+0645><U+0643><U+0646> <U+0623><U+0646> <U+0623><U+062A><U+0634><U+062A><U+062A> <U+0639><U+0646> <U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0628><U+0627><U+0644><U+0634><U+0643><U+0644> <U+0627><U+0644><U+0635><U+062D><U+064A><U+062D> <U+0648><U+0623><U+0631><U+0643><U+0632> <U+0639><U+0644><U+0649> <U+0634><U+0643><U+0647><U+0627> <U+0641><U+0642><U+0637>","Yes",0.32,"earphones",24,"f","bachelors","Jordanian","Jordan","Arabic",4,"intermediate",8,1,"computer","Arabic",2362.51428571429,-0.324493308428571,7
"5212731","start","no_diff","easier","difficult","<U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0648><U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0629> <U+0645><U+0639><U+0627> <U+062A><U+062C><U+0639><U+0644> <U+0645><U+0646> <U+0627><U+0644><U+062A><U+0639><U+0644><U+0645> <U+0623><U+0633><U+0647><U+0644>","in_english","no","<U+0645><U+0645><U+0643><U+0646> <U+0623><U+0646> <U+0623><U+062A><U+0634><U+062A><U+062A> <U+0639><U+0646> <U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0628><U+0627><U+0644><U+0634><U+0643><U+0644> <U+0627><U+0644><U+0635><U+062D><U+064A><U+062D> <U+0648><U+0623><U+0631><U+0643><U+0632> <U+0639><U+0644><U+0649> <U+0634><U+0643><U+0647><U+0627> <U+0641><U+0642><U+0637>","Yes",0.32,"earphones",24,"f","bachelors","Jordanian","Jordan","Arabic",4,"intermediate",8,1,"computer","English",3131.06666666667,0.291333618333333,9
"5212731","start","no_diff","easier","difficult","<U+0627><U+0644><U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0648><U+0627><U+0644><U+0642><U+0631><U+0627><U+0621><U+0629> <U+0645><U+0639><U+0627> <U+062A><U+062C><U+0639><U+0644> <U+0645><U+0646> <U+0627><U+0644><U+062A><U+0639><U+0644><U+0645> <U+0623><U+0633><U+0647><U+0644>","in_english","no","<U+0645><U+0645><U+0643><U+0646> <U+0623><U+0646> <U+0623><U+062A><U+0634><U+062A><U+062A> <U+0639><U+0646> <U+0627><U+0633><U+062A><U+0645><U+0627><U+0639> <U+0627><U+0644><U+0643><U+0644><U+0645><U+0629> <U+0628><U+0627><U+0644><U+0634><U+0643><U+0644> <U+0627><U+0644><U+0635><U+062D><U+064A><U+062D> <U+0648><U+0623><U+0631><U+0643><U+0632> <U+0639><U+0644><U+0649> <U+0634><U+0643><U+0647><U+0627> <U+0641><U+0642><U+0637>","Yes",0.32,"earphones",24,"f","bachelors","Jordanian","Jordan","Arabic",4,"intermediate",8,1,"computer","no",2542.52307692308,1.77898673946154,13
"5229722","no_see","no_notice","easier","difficult","As some of the words sound similar, seeing it wtitten helped me distinguish between them when hearing them so I would say it helped a lot in that case, it also helped with other cases as linking the image and the sound with a written word made it easier to remember.","in_english","yes","This way I got more information which means more links to the word to easily recall it.","Yes",0.15,"no_headphones",29,"m","bachelors","Palestinian","Jordan","Arabic",5,"advanced",12,1,"mobile","Arabic",3869.53,0.629280615,10
"5229722","no_see","no_notice","easier","difficult","As some of the words sound similar, seeing it wtitten helped me distinguish between them when hearing them so I would say it helped a lot in that case, it also helped with other cases as linking the image and the sound with a written word made it easier to remember.","in_english","yes","This way I got more information which means more links to the word to easily recall it.","Yes",0.15,"no_headphones",29,"m","bachelors","Palestinian","Jordan","Arabic",5,"advanced",12,1,"mobile","English",2316.22666666667,2.20976597293333,15
"5229722","no_see","no_notice","easier","difficult","As some of the words sound similar, seeing it wtitten helped me distinguish between them when hearing them so I would say it helped a lot in that case, it also helped with other cases as linking the image and the sound with a written word made it easier to remember.","in_english","yes","This way I got more information which means more links to the word to easily recall it.","Yes",0.15,"no_headphones",29,"m","bachelors","Palestinian","Jordan","Arabic",5,"advanced",12,1,"mobile","no",2765.41111111111,0.601984026333333,9
"5246620","no_see","easier","easier","difficult","not much 
","in_english","yes","to make easier for me ","Yes",0.56,"no_headphones",31,"m","masters","Sudanese","Jordan","Arabic",5,"nearnative",11,1,"computer","Arabic",1561.97,0.7689309396,10
"5246620","no_see","easier","easier","difficult","not much 
","in_english","yes","to make easier for me ","Yes",0.56,"no_headphones",31,"m","masters","Sudanese","Jordan","Arabic",5,"nearnative",11,1,"computer","English",1655.8125,0.27656921575,8
"5246620","no_see","easier","easier","difficult","not much 
","in_english","yes","to make easier for me ","Yes",0.56,"no_headphones",31,"m","masters","Sudanese","Jordan","Arabic",5,"nearnative",11,1,"computer","no",1468.3111111,0.420639473888889,9
"5247103","start","easier","difficult","difficult","yes. It was easier to remember the words.","in_english","yes","In English , there is a difference between the  speling  and the pronouncing of  words, which make it importing to learn the the speling of a new word when hearing it .","Yes",0.62,"earphones",25,"f","masters","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","Arabic",2395.55555555556,0.420639473888889,9
"5247103","start","easier","difficult","difficult","yes. It was easier to remember the words.","in_english","yes","In English , there is a difference between the  speling  and the pronouncing of  words, which make it importing to learn the the speling of a new word when hearing it .","Yes",0.62,"earphones",25,"f","masters","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","English",2321.63636363636,0.937391996454546,11
"5247103","start","easier","difficult","difficult","yes. It was easier to remember the words.","in_english","yes","In English , there is a difference between the  speling  and the pronouncing of  words, which make it importing to learn the the speling of a new word when hearing it .","Yes",0.62,"earphones",25,"f","masters","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","no",2276.66666666667,0.291333618333333,9
"5298847","no_see","no_notice","no_diff","no_diff","sometimes it helps and sometimes it doesn't","in_english","yes","Because if I don't, I sometimes mishear some sounds. The same is true in both languages and especially in songs. Looking at orthography also helps with etymology and morphemes.","Yes",0,"no_headphones",38,"f","doctorate","Libyan","UK","Arabic",5,"nearnative",12,1,"computer","Arabic",1827.09230769231,1.77898673946154,13
"5298847","no_see","no_notice","no_diff","no_diff","sometimes it helps and sometimes it doesn't","in_english","yes","Because if I don't, I sometimes mishear some sounds. The same is true in both languages and especially in songs. Looking at orthography also helps with etymology and morphemes.","Yes",0,"no_headphones",38,"f","doctorate","Libyan","UK","Arabic",5,"nearnative",12,1,"computer","English",1580.00833333333,1.70873542066667,12
"5298847","no_see","no_notice","no_diff","no_diff","sometimes it helps and sometimes it doesn't","in_english","yes","Because if I don't, I sometimes mishear some sounds. The same is true in both languages and especially in songs. Looking at orthography also helps with etymology and morphemes.","Yes",0,"no_headphones",38,"f","doctorate","Libyan","UK","Arabic",5,"nearnative",12,1,"computer","no",1810.54615384615,1.56392107246154,13
"5299874","no_see","difficult","easier","difficult","0.7","in_english","yes","easier to remember ","Yes",0.14,"no_headphones",23,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",9,1,"computer","Arabic",1308.25,0.46621287725,8
"5299874","no_see","difficult","easier","difficult","0.7","in_english","yes","easier to remember ","Yes",0.14,"no_headphones",23,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",9,1,"computer","English",1883.5,0.629280615,10
"5299874","no_see","difficult","easier","difficult","0.7","in_english","yes","easier to remember ","Yes",0.14,"no_headphones",23,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"intermediate",9,1,"computer","no",2834.35714285714,1.805952078,14
"5304273","start","difficult","easier","easier","yes - easier to help remember when in english","in_english","red_cross","easier to hear and then understand how its written","Yes",0.63,"no_headphones",26,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile","Arabic",1545.6,1.1068463007,10
"5304273","start","difficult","easier","easier","yes - easier to help remember when in english","in_english","red_cross","easier to hear and then understand how its written","Yes",0.63,"no_headphones",26,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile","English",2252.72727272727,0.937391996454546,11
"5304273","start","difficult","easier","easier","yes - easier to help remember when in english","in_english","red_cross","easier to hear and then understand how its written","Yes",0.63,"no_headphones",26,"m","bachelors","British","UK","English",0,"none",NA,1,"mobile","no",2247.28571428571,1.91411651414286,14
"5305661","middle","easier","easier","difficult","Easier to visualise","in_english","green_tick","easier way to distinguish or make a memory to a picture/object","Yes",0,"no_headphones",27,"m","bachelors","British","UK","English",0,"none",NA,1,"computer","Arabic",2553.71807692308,1.56392107246154,13
"5305661","middle","easier","easier","difficult","Easier to visualise","in_english","green_tick","easier way to distinguish or make a memory to a picture/object","Yes",0,"no_headphones",27,"m","bachelors","British","UK","English",0,"none",NA,1,"computer","English",2578.93357142857,2.013866746,14
"5305661","middle","easier","easier","difficult","Easier to visualise","in_english","green_tick","easier way to distinguish or make a memory to a picture/object","Yes",0,"no_headphones",27,"m","bachelors","British","UK","English",0,"none",NA,1,"computer","no",2723.355,2.013866746,14
"5308502","start","difficult","easier","difficult","i think it aided the distinction between similar sounding words","in_english","green_tick","association ","Yes",0,"no_headphones",25,"m","masters","British","UK","English",0,"none",NA,1,"mobile","Arabic",1448,1.04318769645455,11
"5308502","start","difficult","easier","difficult","i think it aided the distinction between similar sounding words","in_english","green_tick","association ","Yes",0,"no_headphones",25,"m","masters","British","UK","English",0,"none",NA,1,"mobile","English",1179.75,0,8
"5308502","start","difficult","easier","difficult","i think it aided the distinction between similar sounding words","in_english","green_tick","association ","Yes",0,"no_headphones",25,"m","masters","British","UK","English",0,"none",NA,1,"mobile","no",1129.46153846154,1.56392107246154,13
"5308657","start","no_diff","easier","no_diff","Yes, in English because it helped me to clarify if I had heard the spoken pronunciation correctly. I was often surprised at the spelling (e.g. ""nadus"" spelt nad-I-s).","in_english","green_tick","Because I'm quite a visual and textual learner and slightly deaf, so I rely more on what I see than what I hear.","Yes",0.01,"no_headphones",54,"m","masters","British","UK","English",0,"none",NA,1,"computer","Arabic",1541.36666666667,0.291333618333333,9
"5308657","start","no_diff","easier","no_diff","Yes, in English because it helped me to clarify if I had heard the spoken pronunciation correctly. I was often surprised at the spelling (e.g. ""nadus"" spelt nad-I-s).","in_english","green_tick","Because I'm quite a visual and textual learner and slightly deaf, so I rely more on what I see than what I hear.","Yes",0.01,"no_headphones",54,"m","masters","British","UK","English",0,"none",NA,1,"computer","English",1525,1.14924223145455,11
"5308657","start","no_diff","easier","no_diff","Yes, in English because it helped me to clarify if I had heard the spoken pronunciation correctly. I was often surprised at the spelling (e.g. ""nadus"" spelt nad-I-s).","in_english","green_tick","Because I'm quite a visual and textual learner and slightly deaf, so I rely more on what I see than what I hear.","Yes",0.01,"no_headphones",54,"m","masters","British","UK","English",0,"none",NA,1,"computer","no",1413.575,0.18928776325,8
"5308960","start","difficult","easier","no_diff","In english, enabled me to spell it out in my head","in_english","green_tick","Easily noticeable differences in spelling, allowed differentiation between words that did sound pretty similar","Yes",0.53,"no_headphones",26,"m","masters","British","UK","English",0,"none",NA,1,"computer","Arabic",2003.82307692308,1.56392107246154,13
"5308960","start","difficult","easier","no_diff","In english, enabled me to spell it out in my head","in_english","green_tick","Easily noticeable differences in spelling, allowed differentiation between words that did sound pretty similar","Yes",0.53,"no_headphones",26,"m","masters","British","UK","English",0,"none",NA,1,"computer","English",1818.7,1.27197225925,12
"5308960","start","difficult","easier","no_diff","In english, enabled me to spell it out in my head","in_english","green_tick","Easily noticeable differences in spelling, allowed differentiation between words that did sound pretty similar","Yes",0.53,"no_headphones",26,"m","masters","British","UK","English",0,"none",NA,1,"computer","no",1702.49999999167,1.1651762955,12
"5312160","start","no_diff","easier","difficult","It makes a difference to me in general because I can see the sounds I am unable to pick up by just listening.","in_english","green_tick","Because otherwise I do not have the correct ""image"" of the word and may learn it distorted. In order to hear a word correctly I have to hear it repeated quite a few times.","Yes",0.09,"headphones",45,"f","masters","Polish","UK","English",0,"none",NA,1,"computer","Arabic",2719.71428571429,0.640979153142857,7
"5312160","start","no_diff","easier","difficult","It makes a difference to me in general because I can see the sounds I am unable to pick up by just listening.","in_english","green_tick","Because otherwise I do not have the correct ""image"" of the word and may learn it distorted. In order to hear a word correctly I have to hear it repeated quite a few times.","Yes",0.09,"headphones",45,"f","masters","Polish","UK","English",0,"none",NA,1,"computer","English",2913.27272727273,1.14924223145455,11
"5312160","start","no_diff","easier","difficult","It makes a difference to me in general because I can see the sounds I am unable to pick up by just listening.","in_english","green_tick","Because otherwise I do not have the correct ""image"" of the word and may learn it distorted. In order to hear a word correctly I have to hear it repeated quite a few times.","Yes",0.09,"headphones",45,"f","masters","Polish","UK","English",0,"none",NA,1,"computer","no",2008.21428571429,1.805952078,14
"5312301","middle","difficult","easier","difficult","Yes - dual coding","in_english","green_tick","To support learning","Yes",0.47,"headphones",30,"f","masters","British","UK","English",0,"none",NA,1,"computer","Arabic",1026.23076923077,1.86850617792308,13
"5312301","middle","difficult","easier","difficult","Yes - dual coding","in_english","green_tick","To support learning","Yes",0.47,"headphones",30,"f","masters","British","UK","English",0,"none",NA,1,"computer","English",943.155555555556,0.291333618333333,9
"5312301","middle","difficult","easier","difficult","Yes - dual coding","in_english","green_tick","To support learning","Yes",0.47,"headphones",30,"f","masters","British","UK","English",0,"none",NA,1,"computer","no",823.488888888889,0.420639473888889,9
"5312548","start","difficult","easier","no_diff","I found English written words slightly helpful, while Arabic written words were more of a distraction.","in_english","green_tick","Learning the spelling of a word allows you to use it in writing. I find it frustrating being unsure about the spelling of a word when I want to use it in writing.","Yes",0.33,"earphones",30,"m","masters","British","UK","English",0,"none",NA,1,"computer","Arabic",1566.68125,2.563103131,16
"5312548","start","difficult","easier","no_diff","I found English written words slightly helpful, while Arabic written words were more of a distraction.","in_english","green_tick","Learning the spelling of a word allows you to use it in writing. I find it frustrating being unsure about the spelling of a word when I want to use it in writing.","Yes",0.33,"earphones",30,"m","masters","British","UK","English",0,"none",NA,1,"computer","English",1803.64375,2.563103131,16
"5312548","start","difficult","easier","no_diff","I found English written words slightly helpful, while Arabic written words were more of a distraction.","in_english","green_tick","Learning the spelling of a word allows you to use it in writing. I find it frustrating being unsure about the spelling of a word when I want to use it in writing.","Yes",0.33,"earphones",30,"m","masters","British","UK","English",0,"none",NA,1,"computer","no",1227.07500000625,2.563103131,16
"5315514","start","no_diff","easier","difficult","Much easier to remember","in_english","green_tick","It helps reinforce it","Yes",0.79,"no_headphones",63,"f","professional qualification","British","UK","English",0,"none",NA,1,"computer","Arabic",2983.1,0.640775783,10
"5315514","start","no_diff","easier","difficult","Much easier to remember","in_english","green_tick","It helps reinforce it","Yes",0.79,"no_headphones",63,"f","professional qualification","British","UK","English",0,"none",NA,1,"computer","English",1847.21111111111,0.420639473888889,9
"5315514","start","no_diff","easier","difficult","Much easier to remember","in_english","green_tick","It helps reinforce it","Yes",0.79,"no_headphones",63,"f","professional qualification","British","UK","English",0,"none",NA,1,"computer","no",2506.05555555556,0.601984026333333,9
"5320764","middle","no_diff","easier","no_diff","seeing English written words connected with my understanding of what I was hearing - in combination with the picture, I was able to better create a mental note in preparation for remembering which to choose in the multiple choice phase","in_english","green_tick","If it's in familiar characters, I can relate to my knowledge of English to help make better connections. Having the word in Arabic characters was of no help at all! ","No",0.08,"no_headphones",53,"f","masters","British","Germany","English",0,"none",NA,1,"computer","Arabic",1456.86363636364,0.810437155909091,11
"5320764","middle","no_diff","easier","no_diff","seeing English written words connected with my understanding of what I was hearing - in combination with the picture, I was able to better create a mental note in preparation for remembering which to choose in the multiple choice phase","in_english","green_tick","If it's in familiar characters, I can relate to my knowledge of English to help make better connections. Having the word in Arabic characters was of no help at all! ","No",0.08,"no_headphones",53,"f","masters","British","Germany","English",0,"none",NA,1,"computer","English",1225.00000000909,1.04318769645455,11
"5320764","middle","no_diff","easier","no_diff","seeing English written words connected with my understanding of what I was hearing - in combination with the picture, I was able to better create a mental note in preparation for remembering which to choose in the multiple choice phase","in_english","green_tick","If it's in familiar characters, I can relate to my knowledge of English to help make better connections. Having the word in Arabic characters was of no help at all! ","No",0.08,"no_headphones",53,"f","masters","British","Germany","English",0,"none",NA,1,"computer","no",1530.08888887778,0.420639473888889,9
"5322227","start","no_diff","easier","difficult","It was easier to distinguish them","in_english","green_tick","It helps visualise the word","Yes",0.16,"no_headphones",37,"f","masters","American","UK","English",0,"none",NA,1,"computer","Arabic",1782.475,0.18928776325,8
"5322227","start","no_diff","easier","difficult","It was easier to distinguish them","in_english","green_tick","It helps visualise the word","Yes",0.16,"no_headphones",37,"f","masters","American","UK","English",0,"none",NA,1,"computer","English",1995.54444444444,0.420639473888889,9
"5322227","start","no_diff","easier","difficult","It was easier to distinguish them","in_english","green_tick","It helps visualise the word","Yes",0.16,"no_headphones",37,"f","masters","American","UK","English",0,"none",NA,1,"computer","no",2310.36666666667,0.291333618333333,9
