"ID","see_OI","see_arabic","see_english","no_spell","OI.influence.open","spelling.preference","OI.importance","OI.open","vision.hearing","prop_distraction","headphones","age","gender","education","nationality","location","L1","readingprofscore","level","prof_test_score","same_day","Participant.Device.Type","Contrast","OI","meanRT","meanD.prime","correct"
"5029580","middle","easier","easier","difficult","Yes, it makes learning easier ","in_english","yes","reading the spelling of a word makes it easier to learn","Yes",0.05,"earphones",30,"f","doctorate","Saudi","UK","Arabic",5,"advanced",10,1,"computer","mn","no",2119.8333333333335,1.281551566,6
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","fv","Arabic",1782.1666666666667,1.048801025,6
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","fv","English",1994.8,0.757151053,5
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","fv","no",1550.5714285714287,1.805952078,7
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","mn","Arabic",3479.5,0,4
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","mn","English",2028,0.757151053,5
"5029581","no_see","no_notice","easier","difficult","no","in_english","yes","to pronunce it correctly","Yes",0,"earphones",38,"f","doctorate","Saudi","Saudi Arabia","Arabic",5,"advanced",10,1,"mobile","mn","no",2746,-0.757151053,3
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet","fv","Arabic",1572.3333333333333,-0.524400513,3
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet","fv","English",1337.375,2.563103131,8
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet","fv","no",1787.75,0,4
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet","mn","Arabic",1409.3333333333333,1.281551566,6
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet","mn","English",1252.6666666666667,1.281551566,6
"5029587","start","no_diff","easier","difficult","for English written forms are helpful as English is not a consistent language (written forms to spoken forms)","in_english","yes","for recall support","Yes",0,"no_headphones",35,"f","masters","Saudi","UK","Arabic",5,"advanced",11,1,"tablet","mn","no",1121.4285714285713,1.805952078,7
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","fv","Arabic",1385.25,0,4
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","fv","English",1152.4,0.524400513,5
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","fv","no",1474.6,0.757151053,5
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","mn","Arabic",1511,0,4
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","mn","English",2316.875,2.563103131,8
"5031281","middle","easier","difficult","difficult","watching the written words make learning easier as I can link the image with the written word ","in_english","yes","to memoriese the new word","Yes",0,"earphones",26,"f","bachelors","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","mn","no",1432.3333333333333,1.281551566,6
"5031282","no_see","easier","easier","no_diff","نعم .. إلى مدى كبير","in_english","yes","يسهل تذكرها","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer","fv","Arabic",1979.56,0.757151053,5
"5031282","no_see","easier","easier","no_diff","نعم .. إلى مدى كبير","in_english","yes","يسهل تذكرها","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer","fv","English",2675.8333333333335,-0.524400513,3
"5031282","no_see","easier","easier","no_diff","نعم .. إلى مدى كبير","in_english","yes","يسهل تذكرها","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer","fv","no",3571.26,0.757151053,5
"5031282","no_see","easier","easier","no_diff","نعم .. إلى مدى كبير","in_english","yes","يسهل تذكرها","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer","mn","Arabic",1777.72,0.524400513,5
"5031282","no_see","easier","easier","no_diff","نعم .. إلى مدى كبير","in_english","yes","يسهل تذكرها","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer","mn","English",2164.76,0.524400513,5
"5031282","no_see","easier","easier","no_diff","نعم .. إلى مدى كبير","in_english","yes","يسهل تذكرها","Yes",0.11,"no_headphones",32,"f","masters","Saudi","UK","Arabic",3,"advanced",10,1,"computer","mn","no",1912.1399999999999,0.524400513,5
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile","fv","Arabic",4041.8,0.524400513,5
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile","fv","English",2753,1.048801025,6
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile","fv","no",2410.375,2.563103131,8
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile","mn","Arabic",2843.375,2.563103131,8
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile","mn","English",1685.25,2.563103131,8
"5034149","middle","easier","easier","difficult","it's very helpful when I see the word written","in_english","yes","to help me connect the voice with the letters","Yes",0.17,"no_headphones",30,"f","bachelors","Saudi","UK","Arabic",4,"advanced",11,1,"mobile","mn","no",1963.6666666666667,1.281551566,6
"5037046","no_see","no_diff","easier","difficult","الكلمات المكتوبة مصدر تأكيد للكلمة المسموعة","in_english","yes","هو بمثابة تثبيت للكلمة، ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile","fv","Arabic",1614.0666666666666,-0.757151053,3
"5037046","no_see","no_diff","easier","difficult","الكلمات المكتوبة مصدر تأكيد للكلمة المسموعة","in_english","yes","هو بمثابة تثبيت للكلمة، ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile","fv","English",2018.1666666666665,1.048801025,6
"5037046","no_see","no_diff","easier","difficult","الكلمات المكتوبة مصدر تأكيد للكلمة المسموعة","in_english","yes","هو بمثابة تثبيت للكلمة، ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile","fv","no",1487.4666666666667,1.048801025,6
"5037046","no_see","no_diff","easier","difficult","الكلمات المكتوبة مصدر تأكيد للكلمة المسموعة","in_english","yes","هو بمثابة تثبيت للكلمة، ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile","mn","Arabic",1134.3,-1.048801025,2
"5037046","no_see","no_diff","easier","difficult","الكلمات المكتوبة مصدر تأكيد للكلمة المسموعة","in_english","yes","هو بمثابة تثبيت للكلمة، ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile","mn","English",1391.3166666666666,1.281551566,6
"5037046","no_see","no_diff","easier","difficult","الكلمات المكتوبة مصدر تأكيد للكلمة المسموعة","in_english","yes","هو بمثابة تثبيت للكلمة، ","Yes",0.73,"no_headphones",27,"m","masters","Algerian","Algeria ","Arabic",5,"nearnative",12,1,"mobile","mn","no",1359.8166666666666,1.281551566,6
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile","fv","Arabic",1822.2666666666667,-0.757151053,3
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile","fv","English",2256.04,0.524400513,5
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile","fv","no",1617.0714285714287,1.805952078,7
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile","mn","Arabic",1871.0333333333333,1.281551566,6
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile","mn","English",1783.6625,2.563103131,8
"5037277","start","no_diff","easier","no_diff","much better","in_english","yes","in order to memorize that word","Yes",0.77,"no_headphones",22,"f","masters","Algerian","Algeria ","Arabic",5,"advanced",11,1,"mobile","mn","no",2175.8333333333335,1.048801025,6
"5038591","no_see","easier","difficult","difficult","التعلم اسرع بوجود الكلمات المكتوبة","in_english","no","لا اعرف","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","fv","Arabic",2089,-0.757151053,3
"5038591","no_see","easier","difficult","difficult","التعلم اسرع بوجود الكلمات المكتوبة","in_english","no","لا اعرف","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","fv","English",2398,-0.524400513,3
"5038591","no_see","easier","difficult","difficult","التعلم اسرع بوجود الكلمات المكتوبة","in_english","no","لا اعرف","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","fv","no",2769.5,0,4
"5038591","no_see","easier","difficult","difficult","التعلم اسرع بوجود الكلمات المكتوبة","in_english","no","لا اعرف","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","mn","Arabic",3157.5,0,4
"5038591","no_see","easier","difficult","difficult","التعلم اسرع بوجود الكلمات المكتوبة","in_english","no","لا اعرف","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","mn","English",3388.1666666666665,1.048801025,6
"5038591","no_see","easier","difficult","difficult","التعلم اسرع بوجود الكلمات المكتوبة","in_english","no","لا اعرف","Yes",0,"no_headphones",33,"f","masters","Saudi","UK","Arabic",5,"advanced",9,1,"mobile","mn","no",2694.4,0.524400513,5
"5044345","start","no_diff","easier","no_diff","بنسبة كبيرة ","in_english","yes","لتسهيل معرفتها ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","fv","Arabic",1245.6,0,4
"5044345","start","no_diff","easier","no_diff","بنسبة كبيرة ","in_english","yes","لتسهيل معرفتها ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","fv","English",1319.7,-0.757151053,3
"5044345","start","no_diff","easier","no_diff","بنسبة كبيرة ","in_english","yes","لتسهيل معرفتها ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","fv","no",1533.0666666666666,1.281551566,6
"5044345","start","no_diff","easier","no_diff","بنسبة كبيرة ","in_english","yes","لتسهيل معرفتها ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","mn","Arabic",1470.4,1.281551566,6
"5044345","start","no_diff","easier","no_diff","بنسبة كبيرة ","in_english","yes","لتسهيل معرفتها ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","mn","English",2038.5,0,4
"5044345","start","no_diff","easier","no_diff","بنسبة كبيرة ","in_english","yes","لتسهيل معرفتها ","Yes",0,"no_headphones",44,"f","doctorate","Egyptian","Egypt","Arabic",3,"intermediate",6,1,"mobile","mn","no",1535.8400000000001,0.757151053,5
"5047738","start","easier","easier","no_diff","نوعا ما","in_arabic","yes","ليسهل علي حفظها","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile","fv","Arabic",1042.25,0,4
"5047738","start","easier","easier","no_diff","نوعا ما","in_arabic","yes","ليسهل علي حفظها","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile","fv","English",1714.8333333333333,1.281551566,6
"5047738","start","easier","easier","no_diff","نوعا ما","in_arabic","yes","ليسهل علي حفظها","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile","fv","no",1254.3333333333333,-0.757151053,3
"5047738","start","easier","easier","no_diff","نوعا ما","in_arabic","yes","ليسهل علي حفظها","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile","mn","Arabic",2014,1.281551566,6
"5047738","start","easier","easier","no_diff","نوعا ما","in_arabic","yes","ليسهل علي حفظها","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile","mn","English",1689,1.048801025,6
"5047738","start","easier","easier","no_diff","نوعا ما","in_arabic","yes","ليسهل علي حفظها","Yes",0.33,"no_headphones",45,"f","bachelors","Saudi","Saudi Arabia","Arabic",4,"intermediate",7,1,"mobile","mn","no",1262.75,0,4
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","fv","Arabic",4856.3,1.048801025,6
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","fv","English",4723.157142857143,1.805952078,7
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","fv","no",4060.4,2.563103131,8
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","mn","Arabic",4671.55,2.563103131,8
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","mn","English",3532.85,2.563103131,8
"5059373","start","no_diff","easier","difficult","yes it did because i could remember the words easier ","in_english","yes","i am a visual learner and seeing the words written help me to memorize better ","Yes",0.08,"no_headphones",24,"f","masters","Algerian","Algeria ","Arabic",4,"advanced",12,1,"computer","mn","no",4252.9,1.048801025,6
"5082294","no_see","no_diff","easier","difficult","لا","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer","fv","Arabic",1739.3333333333333,-0.757151053,3
"5082294","no_see","no_diff","easier","difficult","لا","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer","fv","English",1485.6,0.757151053,5
"5082294","no_see","no_diff","easier","difficult","لا","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer","fv","no",2146.5,0,4
"5082294","no_see","no_diff","easier","difficult","لا","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer","mn","Arabic",1989,2.563103131,8
"5082294","no_see","no_diff","easier","difficult","لا","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer","mn","English",1367.625,2.563103131,8
"5082294","no_see","no_diff","easier","difficult","لا","in_english","yes","to remember it","Yes",0.18,"no_headphones",18,"f","bachelors","Saudi","Saudi Arabia","Arabic",5,"nearnative",12,1,"computer","mn","no",2149,1.281551566,6
"5082295","no_see","no_diff","easier","difficult","نعم ، لمدى كثير جدا بالمكتوبه استطيع معرفه النطق الصحيح","in_english","no","ليس مهم في هذا الوقت","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet","fv","Arabic",2159.5,2.563103131,8
"5082295","no_see","no_diff","easier","difficult","نعم ، لمدى كثير جدا بالمكتوبه استطيع معرفه النطق الصحيح","in_english","no","ليس مهم في هذا الوقت","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet","fv","English",3074.5,2.563103131,8
"5082295","no_see","no_diff","easier","difficult","نعم ، لمدى كثير جدا بالمكتوبه استطيع معرفه النطق الصحيح","in_english","no","ليس مهم في هذا الوقت","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet","fv","no",1679.125,2.563103131,8
"5082295","no_see","no_diff","easier","difficult","نعم ، لمدى كثير جدا بالمكتوبه استطيع معرفه النطق الصحيح","in_english","no","ليس مهم في هذا الوقت","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet","mn","Arabic",1625.5,1.048801025,6
"5082295","no_see","no_diff","easier","difficult","نعم ، لمدى كثير جدا بالمكتوبه استطيع معرفه النطق الصحيح","in_english","no","ليس مهم في هذا الوقت","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet","mn","English",1663.125,2.563103131,8
"5082295","no_see","no_diff","easier","difficult","نعم ، لمدى كثير جدا بالمكتوبه استطيع معرفه النطق الصحيح","in_english","no","ليس مهم في هذا الوقت","Yes",0.03,"earphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",4,"intermediate",11,1,"tablet","mn","no",1746.142857142857,1.805952078,7
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","fv","Arabic",1896.2,0.524400513,5
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","fv","English",2117.3,0,4
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","fv","no",1913.9666666666667,-0.524400513,3
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","mn","Arabic",1992.475,0,4
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","mn","English",3763.3500000000004,0,4
"5089629","start","difficult","easier","easier","#N/A","#N/A","#N/A","#N/A","Yes",0.72,"earphones",39,"m","doctorate","Algerian","Algeria ","Arabic",4,"advanced",12,1,"mobile","mn","no",1762.1,0.524400513,5
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","fv","Arabic",1560.6666666666667,-0.524400513,3
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","fv","English",3016,0.757151053,5
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","fv","no",1546.6,0.524400513,5
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","mn","Arabic",1824,2.563103131,8
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","mn","English",2115.375,2.563103131,8
"5089630","no_see","easier","easier","difficult","yes, it makes it easier to remembr the word because you saw its spelling","in_english","yes","to remember them","Yes",0.51,"no_headphones",18,"f","secondary","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","mn","no",2017.5714285714287,1.805952078,7
"5097676","end","easier","easier","difficult","يجعل التذكر اسرع 
","in_english","yes","تثبت الكلمة اسرع ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","fv","Arabic",1405,0,4
"5097676","end","easier","easier","difficult","يجعل التذكر اسرع 
","in_english","yes","تثبت الكلمة اسرع ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","fv","English",884.5,0,4
"5097676","end","easier","easier","difficult","يجعل التذكر اسرع 
","in_english","yes","تثبت الكلمة اسرع ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","fv","no",1061.5,1.281551566,6
"5097676","end","easier","easier","difficult","يجعل التذكر اسرع 
","in_english","yes","تثبت الكلمة اسرع ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","mn","Arabic",1247.142857142857,1.805952078,7
"5097676","end","easier","easier","difficult","يجعل التذكر اسرع 
","in_english","yes","تثبت الكلمة اسرع ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","mn","English",1549.25,2.563103131,8
"5097676","end","easier","easier","difficult","يجعل التذكر اسرع 
","in_english","yes","تثبت الكلمة اسرع ","Yes",0.59,"earphones",17,"f","bachelors","Saudi","Saudi Arabia","Arabic",3,"intermediate",11,1,"computer","mn","no",920.25,0,4
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer","fv","Arabic",2039.76,0.607061815,5
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer","fv","English",2261.64,0.524400513,5
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer","fv","no",2247.542857142857,1.805952078,7
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer","mn","Arabic",2490.4375,2.563103131,8
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer","mn","English",2047.31,2.765988254,10
"5155297","no_see","easier","easier","difficult","sometime","in_arabic","yes","to ramber the word","Yes",0,"headphones",34,"m","bachelors","Saudi","UK","Arabic",1,"intermediate",8,1,"computer","mn","no",3932,0.791638608,7
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile","fv","Arabic",2387.8,0.524400513,5
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile","fv","English",1552.8333333333333,1.281551566,6
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile","fv","no",1777.8,0.524400513,5
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile","mn","Arabic",2323.75,0,4
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile","mn","English",1483,0,4
"5155797","start","difficult","easier","difficult","no","in_english","no","to make sure I pronounce it correctly ","Yes",0,"no_headphones",19,"m","secondary","Syrian","Sweden ","Arabic",5,"nearnative",12,1,"mobile","mn","no",2315,0.757151053,5
