Participant Private ID,see_OI,see_arabic,see_english,no_spell,OI influence - open,spelling preference,OI importance,OI open,spec spell_famel,spec spell_vamel,spec spell_makem,spec spell_nakem,Strategies_Open,statements_associations,statements_context,statements_mental_image,statements_visualise_arabic,statements_visualise_english,statements_repeating,statements_mouthing,statements_action,statements_sublexical,statements_patterns,statements_sounds_letters,statements_first_sound,statements_similarities,statements_grouping,statements_distinguish_english,statements_distinguish_arabic,statements_ignore_english,statements_ignore_arabic,statements_recalling,statements_progress,statements_mistakes,statements_relaxed_arabic,statements_relaxed_english
5336601,no_see,no_notice,easier,difficult,writing words in Arabic made it somehow challenging to learn them. ,in_english,yes,to draw a connection between the sound and the written form. it also helps if I miss how each sound is pronounced. ,vadit ,vadit ,nakim ,makim,i got confused if I should write N or M in both makim and nakim and likewise with vadit and fadit. /v/ & /f/,always,almost_always,almost_always,almost_never,almost_never,always,almost_always,almost_never,almost_never,almost_always,always,almost_never,almost_never,almost_never,almost_never,almost_never,almost_never,almost_always,almost_never,almost_never,sometimes,almost_never,almost_never
5335700,start,no_diff,easier,no_diff,"Yes, it created a mental image which made choosing easier. ",in_english,yes,So I can differentiate between the sounds. ,I don't remember the word.,Don't remember. ,Masit. ,Don't remember. ,Mental image.,almost_never,almost_never,always,never,almost_always,almost_always,sometimes,never,never,never,sometimes,almost_always,never,almost_never,sometimes,never,almost_never,almost_never,almost_never,almost_never,always,sometimes,always
5331395,start,easier,easier,difficult,Yes,in_arabic,yes,لكي افهمها جيداً ,نسيت,Valed,نسيت,Nakem,اتخيل اني حفظتها,sometimes,almost_never,sometimes,almost_always,almost_always,almost_always,always,almost_never,almost_never,almost_never,almost_always,always,almost_always,almost_always,almost_always,almost_always,almost_never,almost_never,almost_never,almost_always,almost_always,almost_always,sometimes
5299874,no_see,difficult,easier,difficult,0.7,in_english,yes,easier to remember ,vacle ,-,macoum,-,thier pics,almost_always,always,almost_always,never,sometimes,almost_never,sometimes,sometimes,almost_never,almost_never,almost_never,sometimes,never,never,never,never,almost_never,almost_always,almost_never,almost_always,almost_always,never,always
5298847,no_see,no_notice,no_diff,no_diff,sometimes it helps and sometimes it doesn't,in_english,yes,"Because if I don't, I sometimes mishear some sounds. The same is true in both languages and especially in songs. Looking at orthography also helps with etymology and morphemes.",famil,vamil,makim,nakim,I split words in two syllables and try to remember the onset of each,sometimes,never,almost_never,never,always,sometimes,almost_always,almost_never,always,always,always,always,never,sometimes,never,never,never,never,always,sometimes,almost_never,never,never
5212730,middle,no_notice,easier,easier,نعم,in_arabic,yes,لمعرفة كيفيةكتابتها,fanel,vamil,makam,naaam,بالذاكرة. تذكر اول حرف,sometimes,almost_never,almost_always,almost_never,almost_always,sometimes,almost_never,almost_never,always,always,always,almost_always,almost_never,sometimes,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,almost_never,sometimes,almost_always
5247103,start,easier,difficult,difficult,yes. It was easier to remember the words.,in_english,yes,"In English , there is a difference between the  speling  and the pronouncing of  words, which make it importing to learn the the speling of a new word when hearing it .",vadet,va,macom,naket,link it with somthing i know ,always,never,sometimes,almost_always,almost_never,almost_always,sometimes,almost_always,never,never,almost_always,sometimes,almost_never,almost_never,almost_never,sometimes,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,almost_never
5246620,no_see,easier,easier,difficult,"not much 
",in_english,yes,to make easier for me ,nadsit ,famal,mads,nads ,"is very difficult 
",almost_never,almost_never,sometimes,sometimes,sometimes,almost_never,sometimes,almost_always,almost_never,sometimes,almost_always,almost_always,almost_always,sometimes,sometimes,sometimes,almost_never,almost_never,sometimes,almost_always,almost_always,always,always
5155297,no_see,easier,easier,difficult,sometime,in_arabic,yes,to ramber the word,f,v,m,n,first liter,sometimes,never,almost_always,never,never,never,sometimes,sometimes,never,never,almost_always,almost_always,never,never,never,never,never,never,never,sometimes,sometimes,almost_always,sometimes
5196532,no_see,difficult,easier,difficult,connection between the letters and pronunciation might help to remeber. I am not sure if I understood the question. ,in_english,yes,"mental connection between letters and how the sound. make sure about the right sound. for example, bin or ban. to make sure i got the right word",fanal,madad,madal ,canal,"I made visual picture. For example, I remeber one of the words buy connecting it to camel:) 🐪 because the rythem of the create word is similar. The last picture has legs that form letter m. So, i remeber that it starts with /m/",almost_always,almost_always,almost_always,never,never,never,never,never,never,never,almost_always,almost_always,almost_always,almost_always,never,never,sometimes,always,almost_never,almost_never,almost_never,almost_never,almost_always
5201553,no_see,no_notice,easier,difficult,You can learn better when you see the words rather when you hear them.,in_english,yes,This way you remember it better.,femel,vamis,nekum,nucket,by continuous listening,always,always,always,never,sometimes,never,never,always,never,never,never,never,always,never,never,never,never,never,always,always,almost_always,never,always
5212731,start,no_diff,easier,difficult,الاستماع والقراءة معا تجعل من التعلم أسهل,in_english,no,ممكن أن أتشتت عن استماع الكلمة بالشكل الصحيح وأركز على شكها فقط,famo,vamo,nakom,makom,"تذكرت صوتها
",sometimes,almost_never,almost_always,sometimes,almost_always,always,almost_always,sometimes,sometimes,almost_never,almost_always,always,almost_never,almost_always,almost_always,almost_never,almost_never,sometimes,almost_never,sometimes,almost_always,sometimes,sometimes
5182923,start,easier,easier,difficult,yes,in_english,yes,to know how to spell it ,fammel,can't remember ,can't remember,i can't remember ,the photos helped me to remember the first one ,sometimes,sometimes,almost_never,almost_never,almost_always,almost_always,almost_never,sometimes,almost_never,sometimes,almost_never,sometimes,almost_never,almost_always,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,sometimes,almost_always,almost_always
5212696,no_see,no_notice,easier,easier,رؤية الكلمات مكتةبة ومطابقتها مع الصورة يجعل تذكرها اسهل,in_english,yes,رؤية الكلمات اثناء الاستماع لها يجعل تذكرها اسهل وذلك لربط الصوت مع الكلمة,vadit,madas,makim,nakam,وذلك بربط الكلمة مع الصوت والصورة,almost_always,sometimes,almost_always,never,almost_always,almost_always,almost_always,almost_always,almost_never,almost_always,sometimes,never,never,never,never,never,almost_never,almost_never,sometimes,almost_always,sometimes,never,always
5201938,start,difficult,easier,difficult,to remember the word ,in_english,yes,to remember the word  and know how to write it ,I can't remember,I can't remember,Makam,Nakam,Jus what I remember from the gam,always,sometimes,sometimes,almost_never,always,always,always,almost_never,always,always,always,sometimes,almost_never,almost_never,always,always,never,never,almost_always,almost_always,almost_always,almost_never,almost_always
5182922,middle,easier,easier,difficult,نعم- ساعدتني كثيرا الكلمات المكتوبة,in_english,yes,لكي يسهل حفظها,faml,vamel,madist,nabkin,حاولت تذكر الصوت الذي سمعته,sometimes,never,always,almost_never,sometimes,always,always,always,almost_never,almost_never,sometimes,sometimes,almost_never,almost_never,almost_always,never,never,almost_never,sometimes,almost_never,sometimes,sometimes,always
5189512,middle,difficult,no_notice,no_diff,It made it easier to remember the words ,in_english,no,not sure ,vamas ,vamas,masad ,fasat ,close my eyes and try to remember ,almost_never,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5171949,start,easier,easier,easier,easier ,in_english,yes,make learning the new word easier ,مادس ,كادس,فادم,فادس ,باستعمال الذاكرة,never,always,always,always,always,always,always,almost_always,almost_always,always,always,always,always,always,always,always,never,never,always,always,always,always,always
5155797,start,difficult,easier,difficult,no,in_english,no,to make sure I pronounce it correctly ,famis,vamel,vadet,namis,connecting it to the picture ,sometimes,never,almost_never,never,always,never,never,never,sometimes,sometimes,never,sometimes,never,never,never,never,never,never,never,almost_never,never,never,always
5116025,no_see,easier,easier,difficult,"Yes, makes it easier to tell the M from the N",in_english,yes,To know how to correctly pronounce it,Faddit,Vanum,Mackom,Nuckom,Remembering a word that sounds similar.,always,almost_never,almost_always,never,almost_always,always,sometimes,almost_never,almost_never,sometimes,almost_never,always,sometimes,almost_never,almost_never,sometimes,never,never,sometimes,sometimes,sometimes,almost_never,almost_never
5089630,no_see,easier,easier,difficult,"yes, it makes it easier to remembr the word because you saw its spelling",in_english,yes,to remember them,famit,vamit,.,.,I tried to remember the sound of them,never,never,almost_always,sometimes,almost_always,almost_always,almost_always,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,never,never,almost_always,sometimes,almost_always,almost_never,always
5097676,end,easier,easier,difficult,"يجعل التذكر اسرع 
",in_english,yes,تثبت الكلمة اسرع ,vamel,vamil,mads, nacom,بالاستماع,almost_always,almost_never,almost_never,almost_never,almost_always,almost_always,almost_always,almost_never,almost_never,almost_never,almost_always,almost_always,almost_never,almost_never,almost_never,almost_never,almost_always,almost_never,almost_always,almost_always,almost_always,almost_always,almost_never
5029580,middle,easier,easier,difficult,"Yes, it makes learning easier ",in_english,yes,reading the spelling of a word makes it easier to learn,famit,famis,makm,nakm,reading them in english and likning the sound to something I know (ex: makm = my laptop is Mac IOS),always,always,always,almost_never,almost_always,almost_always,almost_always,almost_always,never,never,never,almost_always,almost_always,never,almost_always,sometimes,never,almost_never,sometimes,almost_never,almost_never,almost_never,almost_always
5082294,no_see,no_diff,easier,difficult,لا,in_english,yes,to remember it,famil,famil,makim,nakim,by associating the object with a similar word,always,sometimes,almost_never,never,never,never,almost_never,almost_never,never,sometimes,almost_never,never,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,almost_always,never,almost_never,sometimes,sometimes
5018214,no_see,no_diff,easier,difficult,0.4,in_english,yes,for spelling purposes and also it makes it easier to remember the word,famin,vamis,mackem,mackem,i just guessed ,sometimes,never,sometimes,never,almost_always,sometimes,sometimes,almost_never,almost_never,sometimes,almost_never,almost_never,almost_always,sometimes,almost_never,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,almost_never,sometimes
5003021,no_see,no_diff,no_diff,no_diff,الى مدى صغير,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5027737,middle,easier,easier,difficult,yes it did. Seeing the written words made it easier to remember.,in_arabic,yes,Seeing the spelling helps me remember the word better. ,sorry I do not remember.,vadot,makam,nakkel,I tried to connect the shape of the thing to something similar in real life. ,always,almost_never,almost_always,always,almost_always,almost_always,almost_always,almost_never,never,sometimes,almost_always,never,sometimes,almost_never,almost_never,sometimes,almost_never,almost_never,always,sometimes,sometimes,almost_always,sometimes
5010776,start,easier,easier,no_diff,Notba big difference,in_english,yes,To memorize it quickly,Fumel,No answer,No answer ,No answer ,I couldnt remember thtem,sometimes,never,sometimes,almost_always,almost_always,always,sometimes,never,never,never,never,sometimes,sometimes,almost_always,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,almost_always,almost_always
5047738,start,easier,easier,no_diff,نوعا ما,in_arabic,yes,ليسهل علي حفظها,famel,/,m,nacm,بالتذكر,always,sometimes,always,always,almost_always,sometimes,always,almost_always,never,never,sometimes,always,almost_always,almost_always,sometimes,sometimes,almost_never,almost_never,almost_always,almost_always,always,always,almost_always
5038591,no_see,easier,difficult,difficult,التعلم اسرع بوجود الكلمات المكتوبة,in_english,no,لا اعرف,فامل,فامل,ماكم,ماكم,ربطتها بكلمات عربية,always,almost_never,always,sometimes,sometimes,never,never,never,never,never,never,never,always,always,sometimes,always,sometimes,never,almost_always,never,almost_never,always,always
5044345,start,no_diff,easier,no_diff,بنسبة كبيرة ,in_english,yes,لتسهيل معرفتها ,Fans,Bacem,Bucm,Mucm,تذكر ما استمعت له ,sometimes,almost_never,sometimes,never,sometimes,sometimes,sometimes,almost_never,almost_never,sometimes,sometimes,almost_always,never,sometimes,sometimes,never,never,always,sometimes,always,always,never,always
5037277,start,no_diff,easier,no_diff,much better,in_english,yes,in order to memorize that word,famo,vamo,??,nakem,I was trying to remember the spelling.. I mean the sound 🔉,always,always,never,never,always,always,always,almost_never,almost_never,always,almost_never,always,almost_never,almost_never,never,never,never,always,always,always,almost_always,never,always
5029573,no_see,no_diff,easier,difficult,كتابه الكلمات يسهل الحفظ,in_english,yes,يسهل تذكرها,لا اتذكر,fadm,macdm,fann,لا استطيع تذكرها,sometimes,almost_never,sometimes,never,sometimes,sometimes,sometimes,never,never,never,never,sometimes,never,never,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,almost_always,almost_always
5010775,middle,difficult,easier,easier,"no difference. hearing words make it easier than reading them, especially in Arabic",in_english,yes,to memorise the spelling and its pronunciation,femmel,vammel,makkom,mekkem,through hrearing them,always,never,almost_always,never,always,always,always,sometimes,always,always,always,always,almost_never,always,always,never,never,almost_always,always,always,always,never,always
5034149,middle,easier,easier,difficult,it's very helpful when I see the word written,in_english,yes,to help me connect the voice with the letters,famel,vamel,Makm,Nakm,from remembering the picture,always,sometimes,always,never,never,always,always,almost_always,almost_never,sometimes,sometimes,sometimes,never,almost_always,almost_always,never,never,never,always,always,almost_always,almost_never,almost_always
5016049,end,easier,easier,easier,الى مدى كبير,in_english,yes,"كي أكتبها
",fummle,vumle,maccum,naccum,حفظت الصوت,almost_always,sometimes,almost_never,almost_never,almost_always,sometimes,almost_never,almost_never,almost_always,sometimes,always,almost_always,almost_never,almost_never,almost_never,almost_never,almost_never,never,almost_always,almost_always,almost_always,almost_always,almost_always
5031281,middle,easier,difficult,difficult,watching the written words make learning easier as I can link the image with the written word ,in_english,yes,to memoriese the new word,famel,famol,maken,makem,through using linking ,almost_always,almost_never,almost_always,almost_never,almost_always,almost_always,almost_always,almost_always,almost_never,almost_never,almost_always,always,almost_always,almost_never,almost_never,almost_never,sometimes,sometimes,almost_always,almost_always,almost_always,almost_never,sometimes
5031282,no_see,easier,easier,no_diff,نعم .. إلى مدى كبير,in_english,yes,يسهل تذكرها,fammel,mkm,mml,nkp,عن طريق ربطها بكلمات مشابهة في النطق لكامات عربية,almost_always,never,sometimes,always,almost_never,almost_always,always,always,almost_never,sometimes,almost_always,almost_never,almost_always,never,never,almost_never,almost_always,almost_always,almost_always,almost_always,always,always,almost_never
5029568,middle,easier,easier,difficult,نعم إلى مدى مهم في تنشيط الذاكرة والحفظ,in_english,yes,ليسهل علي حفظها ومعرفة حروفها ,فاديت,فادت,ماكم,ماكم,من الذاكرة,almost_never,almost_never,sometimes,sometimes,almost_always,sometimes,sometimes,almost_never,almost_never,almost_never,sometimes,sometimes,sometimes,sometimes,almost_never,sometimes,sometimes,almost_never,sometimes,sometimes,sometimes,almost_always,almost_always
5029577,middle,no_diff,easier,no_diff,0.5,in_english,yes,to easy learn,fiam,farm,makroq,nikom,say,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,almost_never,almost_never,always,never,sometimes,always,sometimes,sometimes,sometimes
5029572,start,easier,easier,difficult,لا,in_arabic,yes,احفظها بشكل اسرع,فامو,نافو,لااتذكر,لا اتذكر ,ربطتها بكلمات اعرفها ,almost_always,almost_always,almost_always,almost_always,sometimes,always,always,almost_always,almost_never,sometimes,sometimes,almost_never,almost_always,sometimes,almost_never,almost_never,sometimes,almost_never,almost_always,always,almost_always,always,almost_never
5029579,start,difficult,no_notice,easier,No,in_english,yes,to make it easier to remember,Famil,Vamil,mukim,nukin,by remembering the sounds of these words,always,never,sometimes,almost_never,almost_always,almost_never,never,never,never,never,never,always,almost_never,almost_always,never,never,almost_always,always,always,always,always,never,sometimes
5027663,start,difficult,easier,difficult,نعم الكتابة تساعد على الربط مع الصوت,in_english,yes,لأني بصرية,femis,femil,mankum,nackum,بالصوت,almost_always,almost_always,almost_always,almost_always,almost_always,sometimes,sometimes,almost_never,never,sometimes,almost_always,sometimes,never,sometimes,almost_never,almost_never,never,never,sometimes,almost_never,sometimes,almost_never,sometimes
5027661,no_see,easier,easier,difficult,"yes made a difference , but not that much",in_english,yes,to ermember the word,vamis,vadc,famis,vadeck,try to remember the sounds,sometimes,almost_never,sometimes,almost_never,always,always,always,sometimes,almost_never,sometimes,sometimes,almost_never,never,sometimes,sometimes,sometimes,almost_always,sometimes,almost_never,almost_never,sometimes,sometimes,always
5027570,middle,no_diff,no_diff,easier,"i can remember the word spelling, so each time i see the picture i remember the word, but this didn't happen to me in all the pictures only in some of them.",in_english,yes,because it will make it easier to understand how can i speak the word and how can i spell it. also every time i see the picture i remember how it has been written this way i can choose fastly .,vamel,macam,malm,nacum,i tried to think about how that person say it and guessed the spelling upon my experience ,never,never,almost_always,almost_never,always,always,always,almost_never,always,always,almost_never,sometimes,almost_never,sometimes,always,never,never,almost_always,almost_always,almost_always,always,sometimes,always
5015265,start,no_diff,easier,difficult,عند رؤية الكلمات مكتوبة باللغة الانجليزية يكون تذكرها اسهل ,in_english,yes,map,famel ,map,nasit,vaken,بالنطق ,almost_always,never,sometimes,always,always,almost_always,sometimes,almost_never,almost_never,sometimes,almost_always,sometimes,almost_never,almost_never,sometimes,sometimes,never,never,almost_never,sometimes,almost_always,almost_never,always
5003012,start,difficult,easier,difficult,"نعم، الى مدى متوسط",in_english,yes,"تساعدني على ربطها بالصورة و تخزينها في الذاكرة يكون اسهل و اسرع
",massit,vadell, i don't remember ,moccum,ربط الصورة بالصوت,always,almost_always,almost_never,never,almost_always,sometimes,sometimes,sometimes,sometimes,sometimes,almost_never,sometimes,sometimes,sometimes,sometimes,never,almost_never,always,almost_never,always,almost_always,never,always
5003019,end,no_notice,easier,easier,not too much,in_english,no,i don`t need,vamus,.,;,vamun,make relation with the shape,almost_always,almost_always,almost_always,almost_never,always,almost_never,almost_always,almost_always,sometimes,almost_always,almost_always,sometimes,almost_always,almost_always,almost_never,almost_never,almost_never,almost_never,sometimes,sometimes,almost_always,almost_never,sometimes
5010884,no_see,no_notice,easier,difficult,الى حد كبير,in_english,yes,لأن العين تحفظ ايضا ولعدم القدرة على تمييز بعض الاحرف عند سماعها فصعبت التفريق بين نطق بعض الكلمات,vadel,macan,vadet,nakcon,بمحاولة تذكر نطقها ولكن شعرت بتداخل بين كلمات علقت بذهني غير مرتبطة بالصور الصحيحه,almost_never,almost_never,almost_always,almost_never,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,sometimes,almost_always,sometimes,almost_never,almost_never,almost_never,almost_always,sometimes,sometimes,almost_never,almost_always
5003023,middle,difficult,easier,no_diff,لا لا يوجد فرق,in_english,yes,لكي اربط في ذهني الكلمة المكتوبة مع الصوت ... احفظ النطق و الكتابة معا في نفس الوقت,fumel ,vanel ,maket,nauket ,"بربطها باشياء اخرى في الحياة اليومية مثلا كلمة fumel تبدا بحرف الفاء و تشبه الوردة "" flower"" ",always,almost_never,almost_always,almost_never,almost_never,never,never,never,never,never,sometimes,sometimes,almost_always,never,never,never,always,always,always,almost_always,almost_always,almost_never,almost_always
5010779,no_see,no_diff,easier,easier,كبير,in_english,yes,لأكتبها و أقرئها صحيحة,femos,nakb,nakb,nacb,لا أعلم,sometimes,sometimes,never,sometimes,almost_always,sometimes,never,almost_always,never,almost_always,almost_always,almost_always,never,almost_always,never,never,never,never,almost_always,sometimes,always,almost_never,always
5003015,start,no_diff,easier,easier,Yes it did just to distinguish between the letters that are close in pronunciation ,in_english,yes,To memorise it correctly ,Famel,vedette,negum,necum ,from the pronouciation ,almost_never,sometimes,almost_always,never,always,always,always,almost_never,almost_always,sometimes,almost_always,almost_always,almost_never,sometimes,almost_always,never,never,always,sometimes,almost_always,always,almost_never,always
5000809,start,no_diff,no_diff,difficult,الكلكات المكتةبة تساعد على التذكر بقوة,in_english,yes,لأنها تسهل عملية حفظها في الذاكرة المرئية و ربطها مع الذاكرة السمعية,vamo,famo,makam,nakom,بشكل تلقائي,sometimes,never,almost_never,never,always,never,never,never,sometimes,sometimes,always,always,almost_always,sometimes,always,almost_never,never,always,always,sometimes,almost_always,sometimes,almost_always
4990048,middle,no_notice,easier,no_notice,yes,in_english,yes,so later I know he w the word is ,faml,vaml,maket,naket,i don't know,almost_never,sometimes,almost_always,almost_never,almost_always,sometimes,almost_never,almost_never,almost_never,sometimes,almost_always,almost_always,almost_never,almost_never,sometimes,almost_never,almost_never,sometimes,sometimes,sometimes,almost_always,almost_never,almost_always
5000812,middle,easier,no_diff,easier,huge,in_english,yes,to know more ,famo ,vamo,makm ,nakem,just  I remembered what I have been listen ,sometimes,almost_never,sometimes,sometimes,sometimes,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_always,almost_never,almost_never,sometimes,almost_always,almost_always,almost_always,almost_always
5000759,no_see,easier,no_diff,easier,"كبير
",no_OI,no,"انا شخصية سمعية
",وميڤ, ڤيمووميڤ,مكيم,مكين,"بالألوان
",never,sometimes,never,never,almost_always,sometimes,sometimes,never,almost_never,almost_always,almost_always,sometimes,never,almost_never,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,almost_never,sometimes
5000407,start,no_diff,easier,difficult,نعم ,in_english,yes,للتأكد من صحة ما استمعت إليه,famol,vamol,macom,nachom,النطق,sometimes,almost_always,always,sometimes,always,almost_always,never,almost_always,never,almost_always,never,almost_always,never,almost_never,almost_always,almost_never,sometimes,sometimes,always,always,always,almost_never,almost_always
4988179,start,no_diff,easier,easier,it better to read and listen ,in_english,yes,easy to pronounce it,vadit,vamil,makom,nakum,related to other word,almost_always,almost_never,almost_never,never,never,never,never,never,never,never,never,sometimes,never,never,never,never,never,never,almost_always,never,never,never,sometimes
4988182,end,easier,easier,difficult,yes,in_arabic,yes,سهلة الحفظ,فادج,نيكل,ميكل,نيكل,بالشكل و الصوت,almost_always,almost_always,sometimes,sometimes,sometimes,almost_always,almost_always,almost_always,almost_never,sometimes,sometimes,always,almost_never,sometimes,almost_never,always,almost_always,almost_never,sometimes,sometimes,almost_always,sometimes,almost_always
4986648,no_see,no_diff,easier,no_diff,differentiate betweet the V and F,in_english,yes,make sure how it is prounanced,famit,vemo,macom,nackem,nadis looks like nest ,always,almost_never,almost_always,never,sometimes,never,never,sometimes,never,always,never,never,sometimes,almost_always,never,never,almost_never,almost_never,almost_never,sometimes,almost_never,never,sometimes
4986649,start,easier,easier,difficult,written words are much easier to remember and to associate with the right item,in_english,yes,notice the difference between v and f better,famil,vamil,makam,nakam,guess,sometimes,never,always,never,always,never,always,sometimes,never,sometimes,almost_never,always,sometimes,sometimes,sometimes,never,never,never,almost_never,never,almost_always,never,always
4982859,middle,no_diff,no_diff,easier,"ليسى كثيرا
",in_arabic,yes,تساعدني اكثر,نسيت,؟,.,نسيت,"من استماع
",almost_never,almost_never,always,always,always,almost_always,almost_always,always,almost_always,sometimes,almost_always,almost_always,sometimes,sometimes,almost_always,almost_always,sometimes,almost_never,almost_always,almost_always,almost_always,almost_always,almost_always
4986647,middle,easier,no_notice,easier,نعم. انا انسانة بصرية ,in_arabic,yes,حتى اتخيل شكل الكلمة ,فامت,فادت,مقت,نكم,ربط شكل اللعبة مع الكلمة. مثلا كلمة فامس شكل اللعبة شخص رافع يديه للأعلى. فامس من فيموس تعني مشهور وهذا المشهور سعيد و رافع يديه,almost_always,almost_always,always,almost_always,almost_never,always,always,almost_never,sometimes,sometimes,almost_never,never,sometimes,almost_always,always,always,sometimes,almost_never,almost_always,almost_always,almost_always,always,almost_never
5353998,start,no_diff,no_diff,no_diff,no,in_english,green_tick,to avoid mishearing ,famul,vadul,makit,nakut,related them to a ourpose ,always,sometimes,sometimes,never,never,never,never,never,never,never,never,never,never,never,never,never,never,never,never,almost_always,almost_always,never,never
5380819,start,difficult,no_diff,no_diff,no,no_OI,red_cross,no,fasset,vammel,vadal,madus,comparing them to other familiar things,always,never,always,never,never,always,never,never,never,never,never,always,always,never,never,never,never,never,sometimes,always,always,never,never
5440728,start,no_diff,no_diff,no_diff,"No - I think I took in the information by hearing. Perhaps a bit distracting seeing the Arabic, as I can read Farsi alphabet, and they seemed the same,  so I was actively ignoring the Arabic so I wasn't distracted and not looking at the pictures properly.",no_OI,red_cross,Sometimes the spelling and the pronunciation differ and I'd rather hear the word first and then read it.,fadus,vamel,madel,nadus,I did hand signals for each picture.,sometimes,never,sometimes,never,never,always,never,always,never,never,never,almost_always,never,never,never,never,sometimes,almost_always,almost_never,sometimes,almost_always,almost_never,almost_never
5755297,start,difficult,easier,difficult,"Yes, I am a visual learner, so being able to connect the English spelling of the words with the images helped me differentiate the images with similar sounds",in_english,green_tick,"As mentioned, I am a more visual learner than auditory learner. Being able to associate the words with the images helped a lot more",vamis,famis,makkom,nadit,By coming up with acronyms with the first letter in the word to associate it with the image.,sometimes,almost_always,always,never,sometimes,always,almost_always,never,never,almost_always,always,always,sometimes,always,always,never,never,almost_always,almost_always,always,sometimes,never,almost_always
5884960,start,no_diff,easier,no_diff,no,in_english,red_cross,na,cant remember,vano,cant remember,nakum,sound,almost_always,almost_always,sometimes,never,almost_never,almost_never,never,never,always,always,always,always,never,always,always,never,never,always,always,always,always,never,always
6029761,start,no_diff,no_notice,no_notice,Maybe helped for remembering the first letter of each word,in_english,green_tick,"If you are a very visual learner, you can picture the word spelling when you say it",famel,vamaut,machem ,knackem,I remembered the first letter or sound of each word and tried to associate it with something to do with the picture ,almost_always,almost_never,almost_always,never,sometimes,always,never,never,sometimes,almost_never,sometimes,almost_always,sometimes,almost_never,sometimes,never,almost_never,always,almost_always,almost_always,almost_always,never,sometimes
5914367,middle,no_diff,no_diff,easier,No,in_english,red_cross,Easier to concentrate on one aspect of the word first. ie just hearing it or just seeing it,vamis,vapis,nuptur,madis,Repeating the word in my head,never,never,always,never,never,always,never,never,never,sometimes,never,never,never,never,sometimes,never,sometimes,always,almost_never,almost_never,almost_always,never,sometimes
5998960,start,no_diff,easier,no_diff,English text helped with visualising the word,in_english,green_tick,"If you have a visual indicator of the word (via its spelling), you can remember it more easily. You can make stronger connections between the word, its spelling and the concept it represents.",famel,vamel,mackem,nadel,"I found 'Mackem' the easiest to remember, as this is a real English word for someone from (or the dialect of) Sunderland / Wearside. For everything else, I tried to associate the word with the colour of the object rather than the object itself as a shortcut, but this got hard when there were three orange objects.",sometimes,never,sometimes,never,almost_never,sometimes,almost_never,never,almost_never,never,sometimes,sometimes,sometimes,almost_never,sometimes,never,almost_never,almost_never,almost_never,sometimes,almost_never,never,sometimes
5900993,start,no_diff,easier,difficult,"Yes, it made it clear what letter sounds were being made if they were ambiguous in the spoken sounds.",in_english,green_tick,"It makes it easier to match the sounds with the letter(s) making them, in case there is ambiguity in the spoken sounds.",Fadus,Vamel,Mackit,Nackit,"I looked for mnemonic clues in the pictures; for instance, the object for ""masit"" looked vaguely like a cow's udder, so it made me think of ""mammary"" or ""masectomy"" which reminded me of ""masit"".",almost_always,sometimes,almost_always,never,sometimes,always,sometimes,never,always,always,almost_always,almost_always,sometimes,almost_always,almost_always,never,never,always,sometimes,sometimes,sometimes,never,sometimes
5909763,start,no_diff,easier,difficult,Yes - helpful to gain a sense of pronunciation and structure,in_english,green_tick,"It is helpful for people who are more visual learners. Also helpful when the language being learnt has a different alphabet, so trying to learn phoentically is important",Famus ,Valus,Makum,Nakum,Initially I tried associating the picture with a colour or a description of the item. I then tried some repetition of the word,sometimes,sometimes,almost_always,never,sometimes,always,almost_never,sometimes,almost_always,almost_always,sometimes,sometimes,almost_never,almost_never,sometimes,never,never,never,sometimes,sometimes,sometimes,almost_never,always
5909329,middle,no_diff,easier,difficult,reinforces the sound of the word,in_english,green_tick,additional aid to memory,fedal,fidit,mackam,nackam,associate the sound with the picture,sometimes,never,almost_always,never,sometimes,almost_always,almost_never,never,sometimes,sometimes,almost_never,almost_always,sometimes,sometimes,sometimes,never,almost_never,always,sometimes,sometimes,almost_always,never,sometimes
